parent_asin,product_title,brand,category_l2,category_l3,price,average_rating,rating_number,review_count,first_review_date,last_review_date,lifespan_days,lifespan_months,reviews_per_month,reviews_per_day,rating_number_per_month,velocity_score,velocity_tier
B0C5S2YRJ1,"PetSafe EasySport Dog Harness, Adjustable Padded Dog Harness with Control Handle and Reflective Piping, From the Makers of the Easy Walk Harness",PetSafe,Dogs,"Collars, Harnesses & Leashes",17.95,4.4,3033,1,2018-09-16 05:19:00.150,2018-09-16 05:19:00.150,0,1.0,1.0,1.0,3033.0,8.017637159908478,Very High
B0BCFCVYFZ,"Beirui Rhinestone Bling Leather Dog & Cat Collar - Flocking Sparkly Crystal Diamonds Studded - Cute Double Bowknot for Pet Show & Daily Walking,Pink,Small Neck for 10-12.5""",Beirui,Dogs,"Collars, Harnesses & Leashes",12.99,4.4,3028,1,2019-11-07 00:44:50.201,2019-11-07 00:44:50.201,0,1.0,1.0,1.0,3028.0,8.015987811027237,Very High
B075R7NGGK,"ZENY 53-Inch Parakeet Bird Cage, Wrought Iron Standing Large Parrot Parakeet Flight Birdcage with Rolling Stand, Pet Parrot Cage, Flight Cage for Cockatiels Parakeet Lovebird Canary Finch",ZENY,Birds,Birdcages,75.49,4.6,3025,1,2020-03-17 03:30:50.191,2020-03-17 03:30:50.191,0,1.0,1.0,1.0,3025.0,8.014996894348302,Very High
B0C3QLCBLY,"Pet Soft Dog Diapers Female - Disposable Dog Diapers, Cat Diapers for Female Cats, Puppy Diapers with Adjustable Foam Tail Hole 12pcs (L,Pink)",Pet Soft,Dogs,Litter & Housebreaking,15.98,4.0,3023,1,2023-01-01 15:41:29.556,2023-01-01 15:41:29.556,0,1.0,1.0,1.0,3023.0,8.014335737299424,Very High
B08C2YRKMH,"PETSWORLD Multi Cat Pad Refills for Cats Breeze Litter System, for 2 Cats, Ultra-Absorbent, Quick Dry - (50 Count, Fresh Scented)",PETSWORLD,Cats,Litter & Housebreaking,64.99,4.6,3015,1,2020-08-05 04:03:49.823,2020-08-05 04:03:49.823,0,1.0,1.0,1.0,3015.0,8.011686729127847,Very High
B07V43LVZ3,"PetSafe CareLift Support Harness - Full Body Dog Lift Harness with Handle & Shoulder Sling - Great for Elderly Dogs, Hip Dysplasia, ACL Surgery - Designed to Help Them Up - Adjustable - Medium",PetSafe,Dogs,"Collars, Harnesses & Leashes",54.95,3.9,3011,1,2023-01-10 22:00:35.905,2023-01-10 22:00:35.905,0,1.0,1.0,1.0,3011.0,8.010359588919783,Very High
B077FSBCC5,iChoue French Bulldog Frenchie Clothes Hoodies for Dogs Pug English Boston Terrier Bully Pitbull Corgi Sweatshirt Sweater Clothing - Black/Large,ICHOUE,Dogs,Apparel & Accessories,19.98,4.5,3004,1,2022-11-18 03:06:54.062,2022-11-18 03:06:54.062,0,1.0,1.0,1.0,3004.0,8.008032846969307,Very High
B07BK1NWMV,"Mogoko Funny Dog Chicken Costume, Pet Halloween Christmas Rooster Cosplay Dress, Adorable Cat Apparel Animal Warm Outfits Clothes(XL Size, Yellow)",Mogoko,Dogs,Apparel & Accessories,15.99,4.2,3004,1,2020-01-10 04:46:36.394,2020-01-10 04:46:36.394,0,1.0,1.0,1.0,3004.0,8.008032846969307,Very High
B07KWRDDRH,"Haoyueer Cute Dazzling Sparkling Elegant Fancy Soft Suede Leather Bling Rhinestone Crystal Jeweled Pet Cat Dog Puppy Collar Dog Leash Combo Set(Pink,XS)",haoyueer,Dogs,"Collars, Harnesses & Leashes",20.99,4.3,3000,1,2020-07-29 19:43:35.134,2020-07-29 19:43:35.134,0,1.0,1.0,1.0,3000.0,8.006700845440367,Very High
B01MXUTNAO,"Prevue Pet Products Mesh Bird Seed Catcher 7"" H",Prevue Pet Products,Birds,Birdcage Accessories,5.92,4.3,2993,1,2019-02-20 20:30:56.169,2019-02-20 20:30:56.169,0,1.0,1.0,1.0,2993.0,8.004365564979574,Very High
B00D84M4EU,"PetSafe KeepSafe Break-Away Collar, Prevent Collar Accidents for Your Dog or Puppy, Improve Safety, Compatible with Leash Use, Adjustable Sizes",PetSafe,Dogs,"Collars, Harnesses & Leashes",17.99,4.5,2986,1,2022-04-01 01:26:04.012,2022-04-01 01:26:04.012,0,1.0,1.0,1.0,2986.0,8.00202481821611,Very High
B00KMWCRAC,"Extreme Dog Fence Replacement Containment and Training Collar Strap for Most Dog Fence Brands - Brown Paws (Medium: 13"" - 18"" x 3/4"")",Extreme Dog Fence,Dogs,"Collars, Harnesses & Leashes",13.95,4.6,2983,1,2021-10-10 17:28:10.903,2021-10-10 17:28:10.903,0,1.0,1.0,1.0,2983.0,8.001019961323651,Very High
B00ZGVHIVW,San Francisco Bay Brand Brine Shrimp Eggs 0.2-Ounces (6 Grams) Vial,San Francisco Bay Brand,Fish & Aquatic Pets,Food,6.95,4.1,2978,1,2019-07-28 10:13:12.336,2019-07-28 10:13:12.336,0,1.0,1.0,1.0,2978.0,7.999342952713282,Very High
B0BVGRS8SR,"KRUZ PET KZA102-01L Mesh Dog Collar for Small, Medium, Large Dogs, Adjustable Neck Collar, Soft, Lightweight, Breathable, Comfort Fit - Black - Large",KRUZ PET,Dogs,"Collars, Harnesses & Leashes",15.99,4.5,2975,1,2023-03-13 19:48:48.005,2023-03-13 19:48:48.005,0,1.0,1.0,1.0,2975.0,7.998335395952982,Very High
B07VV73Y2H,"Drymate Whelping Box Liner Mat, Washable and Reusable Dog Puppy Pee Pad - Absorbent/Waterproof/Durable - Can Be Cut to Fit (USA Made) (48"" x 100"")",Drymate,Dogs,Litter & Housebreaking,54.99,4.5,2969,1,2016-01-25 00:54:28.000,2016-01-25 00:54:28.000,0,1.0,1.0,1.0,2969.0,7.996317231796746,Very High
B07RT2L845,WAHL Professional Animal 3F Full Extra Coarse Competition Series Detachable Blade with 25/64-Inch Cut Length (2376-100),WAHL,Dogs,Grooming,,4.3,2965,1,2019-11-03 15:39:06.725,2019-11-03 15:39:06.725,0,1.0,1.0,1.0,2965.0,7.994969522697877,Very High
B0C5HTS4HN,"MarineLand Black Diamond Premium Activated Carbon Bags, 2/Pack",MarineLand,Fish & Aquatic Pets,Aquarium Pumps & Filters,7.99,4.7,2964,1,2021-07-20 07:07:58.872,2021-07-20 07:07:58.872,0,1.0,1.0,1.0,2964.0,7.994632311431825,Very High
B00FB2GQDW,"Kaytee Kay Kob Bedding and Pad for Pets, 1 Cubic Foot",Kaytee,Small Animals,Houses & Habitats,,4.7,2959,1,2018-07-09 07:45:44.733,2018-07-09 07:45:44.733,0,1.0,1.0,1.0,2959.0,7.992944547318106,Very High
B09LB4RY4X,Pet Craft Supply Jiggle Giggle Dog Toys Funny Cute Giggling Sound Wiggly Shaking Tug Fetch Soft Chew Cuddle Plush Rope Interactive Big Dog Toy for Medium to Large Breeds Multipack Boredom Relief,Pet Craft Supply,Dogs,Toys,18.6,4.0,2958,1,2021-01-16 16:01:03.249,2021-01-16 16:01:03.249,0,1.0,1.0,1.0,2958.0,7.99260665240021,Very High
B0C4Y2TP9H,"Crazy Furball Calming Chews for Dogs, Composure & Relaxation for Dogs Stress,Barking and Anxiety Relief, Tasty Pet Soft Chews with Melatonin & L-Theanine for All Breeds & Sizes - 160 Count",Crazy Furball,Dogs,Health Supplies,34.99,4.3,351,3,2022-10-27 23:55:13.296,2023-01-03 21:06:52.430,67,2.2010512483574245,1.3629850746268657,0.04477611940298507,159.4692537313433,7.992041775456988,Very High
B0BLWJ22VC,"Rachael Ray Nutrish Zero Grain Natural Dry Dog Food, Salmon and Sweet Potato Recipe, 12 Pounds, Grain Free (Discontinued by Manufacturer)",Rachael Ray Nutrish,Dogs,Food,,4.5,2952,1,2020-02-28 17:15:54.196,2020-02-28 17:15:54.196,0,1.0,1.0,1.0,2952.0,7.990576881743923,Very High
B096TS6THX,"SportPet Designs Waterproof Pet Bed - Fits SportPet Plastic Dog Kennel, 36 inches",SPORT PET,Dogs,Beds & Furniture,26.22,4.3,2946,1,2023-02-19 23:15:25.610,2023-02-19 23:15:25.610,0,1.0,1.0,1.0,2946.0,7.988542982737695,Very High
B0BFHFJ99L,"[New] ROYAL PAW 2023 Dog Tie Out Stake - Heavy Duty Dog Anchor for Large Dogs up to 210 lbs, Dog Stake for Yard, Dog Tether, and Dog Run | Use Any Dog Tie Out Cable or Dog Leash (B1-Midnight Black)",ROYAL PAW,Dogs,Training & Behavior Aids,35.95,4.7,2934,1,2022-09-07 16:40:19.634,2022-09-07 16:40:19.634,0,1.0,1.0,1.0,2934.0,7.984462732262196,Very High
B00BQVJT6I,"EzyDog Premium Quick Fit Adjustable No-Pull Dog Harness Vest with Reflective Stitching - Perfect for Training, Walking, and Control - Padded for Comfort (X-Small, Blue)",EzyDog,Dogs,"Collars, Harnesses & Leashes",38.0,4.5,2931,1,2020-04-08 00:10:31.392,2020-04-08 00:10:31.392,0,1.0,1.0,1.0,2931.0,7.983440063006542,Very High
B07MMZW891,"PetAmi Pet Carrier Backpack for Small Cats, Dogs, Puppies | Airline Approved | Ventilated, 4 Way Entry, Safety and Soft Cushion Back Support | Collapsible for Travel, Hiking, Outdoor (Red)",PetAmi,Dogs,Carriers & Travel Products,39.99,4.6,2926,1,2020-05-31 23:03:59.894,2020-05-31 23:03:59.894,0,1.0,1.0,1.0,2926.0,7.9817332866918855,Very High
B09295ML51,"Fida Comfy Dog Harness with Leash, Cat Vest Harness Escape Proof, Breathable Lightweight Soft Mesh, Adjustable Reflective Step-in Harness for Puppy Toy Breeds & Extra-Small Pet (XXS, Blue)",Fida,Dogs,"Collars, Harnesses & Leashes",13.99,4.4,2911,1,2021-10-31 03:18:18.455,2021-10-31 03:18:18.455,0,1.0,1.0,1.0,2911.0,7.976595409316577,Very High
B074WMR74D,"Jusney Bird Rope Perches,Parrot Toys 21 inches Rope Bungee Bird Toy (21 inches)[1 Pack]",Jusney,Birds,Toys,11.99,4.6,2908,1,2020-10-30 20:30:38.114,2020-10-30 20:30:38.114,0,1.0,1.0,1.0,2908.0,7.975564658495202,Very High
B0BPRPPKD7,"NESTROAD No Pull Dog Harness with Leash, Reflective No Choke Pet Vest Harness,Adjustable Soft Padded Dog Harness with Easy Control Handle for Large Dogs(Checkered Red,?L?neck 15-19'' chest 19-29'')",NESTROAD,Dogs,"Collars, Harnesses & Leashes",28.99,4.4,2901,1,2022-10-10 17:38:07.293,2022-10-10 17:38:07.293,0,1.0,1.0,1.0,2901.0,7.973155433444133,Very High
B09Y8K9PMC,"WeinaBingo Dog Cat Nail Clippers, Professional Pet Claw Trimmer, Dog Toes Cutter Grooming Tools with Nail File, Sharp Stainless Steel Blade, Ergonomic Handle for Small Medium Big Breeds Animals Pets",WeinaBingo,Dogs,Grooming,8.99,4.5,2896,1,2022-11-04 18:44:58.670,2022-11-04 18:44:58.670,0,1.0,1.0,1.0,2896.0,7.9714309977693505,Very High
B0BC2TSXHY,"LOONEY TUNES Bugs Bunny Big Head Plush Dog Toy, Stuffed Animal for Dogs, Medium | 9-Inch Dog Toy for All Dogs | Officially Licensed Dog Toy from Warner Bros",LOONEY TUNES,Dogs,Toys,11.99,4.5,2888,1,2021-05-16 19:16:42.541,2021-05-16 19:16:42.541,0,1.0,1.0,1.0,2888.0,7.968665700466235,Very High
B0B6V2LDGG,"Purina Busy With Beggin' Made in USA Facilities Small/Medium Breed Dog Treats, Twist'd - (2) 6 ct. Pouches",Busy,Dogs,Treats,19.58,4.6,14125,67,2016-05-23 01:34:44.000,2023-02-02 17:02:31.760,2446,80.35479632063074,0.8338021259198692,0.02739165985282093,175.78291087489782,7.967623300210346,Very High
B016BNT9DI,"MidWest Homes for Pets Ovation Single Door Dog Crate, 24-Inch",MidWest Homes for Pets,Dogs,"Crates, Houses & Pens",44.62,4.5,2880,1,2014-12-30 02:29:20.000,2014-12-30 02:29:20.000,0,1.0,1.0,1.0,2880.0,7.9658927350845286,Very High
B00LNQQ85Q,Pet Ultimates Probiotics for Dogs – 22-Species Dog Probiotics for Dog Digestive Support & Dog Antibiotics Recovery – Skin and Coat Supplement for Dogs Enhances Vitality – Dog Health Supplies (137 gr),PetUltimates,Dogs,Health Supplies,35.95,4.4,2869,1,2019-11-06 21:52:23.604,2019-11-06 21:52:23.604,0,1.0,1.0,1.0,2869.0,7.962067308753666,Very High
B09K8VSDD1,ZippyPaws - Colorful Caterpillar Squeaky Stuffed Plush Dog Toy - Large Squeakers,ZippyPaws,Dogs,Toys,12.99,4.4,2863,1,2015-05-23 17:18:45.000,2015-05-23 17:18:45.000,0,1.0,1.0,1.0,2863.0,7.9599745280805365,Very High
B0BWCMD65D,"Tomxcute Cat Water Fountain, 4.0L/135oz Automatic Stainless Steel Pet Water Dispenser Metal Dog Drinking Pet Fountains, Ultra-Quiet Pump and 3 Replacement Filters & for Cats, Dogs, Multiple Pets",tomxcute,Cats,Feeding & Watering Supplies,53.99,4.3,2846,1,2022-12-26 04:20:16.991,2022-12-26 04:20:16.991,0,1.0,1.0,1.0,2846.0,7.954021087278037,Very High
B00CX6LJ22,"Dogwidgets DW-3 Dog Training Collar with Remote E Collar with Strong Vibration for Small, Medium, Large Dogs Rechargeable Safe and Humane Pet Dog Shock Collar",Dogwidgets,Dogs,"Collars, Harnesses & Leashes",,4.0,2845,1,2014-12-08 21:38:20.000,2014-12-08 21:38:20.000,0,1.0,1.0,1.0,2845.0,7.953669778649798,Very High
B075JTGVP9,"Simple Solution Training Puppy Pads - 6 Layer Dog Pee Pads, Absorbs Up to 6 Cups of Liquid - 23x24in - 100 Count",Simple Solution,Dogs,Litter & Housebreaking,31.49,4.5,2837,1,2021-12-29 07:30:26.212,2021-12-29 07:30:26.212,0,1.0,1.0,1.0,2837.0,7.950854857719988,Very High
B09KLR71FP,Zunea No Pull Small Dog Harness and Leash Set Adjustable Reflective Step-in Chihuahua Vest Harnesses Mesh Padded Plaid Escape Proof Walking Puppy Jacket for Boy Girl Pet Dogs Cats Pink XS,Zunea,Cats,"Collars, Harnesses & Leashes",14.77,4.1,2837,1,2020-08-11 03:19:08.654,2020-08-11 03:19:08.654,0,1.0,1.0,1.0,2837.0,7.950854857719988,Very High
B0B7X44T7Y,"Winter Warm Bird Nest House Shed Hut Hanging Hammock Finch Cage Plush Fluffy Birds Hut Hideaway for Hamster Parrot Macaw Budgies Eclectus Parakeet Cockatiels Cockatoo Lovebird (S, Purple)",MOACC,Birds,Birdcage Accessories,10.99,4.3,2836,1,2019-03-28 20:59:19.719,2019-03-28 20:59:19.719,0,1.0,1.0,1.0,2836.0,7.950502434808851,Very High
B09PGGNL59,Yaheetech 39'' H Metal Roof Top Bird Cage Medium Small Parrot Cage w/Toys & Swing & Ladder for Canary Budgie Cockatiel Conure Parakeet,Yaheetech,Birds,Birdcages,58.98,4.6,2832,1,2022-06-07 11:56:18.241,2022-06-07 11:56:18.241,0,1.0,1.0,1.0,2832.0,7.949091499830517,Very High
B0C1SFXSSN,"Pooper Scooper Large Swivel Bin,Heavy Duty Metal Rake&Spade for Large & Small Dogs Non-Breakable Dog Poop Scooper with 20 Waste Bags Easy to Clean Pet Waste Use on Grass, Dirt or Gravel - Pet Supplies",TIMINGILA,Dogs,Litter & Housebreaking,39.99,4.4,2830,1,2022-05-22 20:26:10.315,2022-05-22 20:26:10.315,0,1.0,1.0,1.0,2830.0,7.9483852851118995,Very High
B08NX87FFT,"2 Pieces Pet Clothing Winter Puppy Classic Warm Coat Winter Puppy Sweater Puppy Knitwear Clothes for Medium and Small Dogs(L, Grey, Blue)",SATINIOR,Dogs,Apparel & Accessories,9.99,4.1,2818,1,2022-11-08 18:25:14.699,2022-11-08 18:25:14.699,0,1.0,1.0,1.0,2818.0,7.9441374911141125,Very High
B0BQ71PYXF,"Hamster Wheel 8.7 inch, Silent Exercise Wheel for Mice,Chinchilla, Gerbil, Hedgehog, Hamster Toys for Dwarf Syrian Hamster (Transparent-8.7inch)",MEWOOFUN,Small Animals,Exercise Wheels,29.99,4.3,52,2,2023-01-08 13:39:35.975,2023-01-09 09:49:35.641,0,1.0,2.0,2.0,52.0,7.940583827104244,Very High
B07BF94NNR,"Cesar Millan Slip Lead Leash | Dog Leash | in Training Leash (Small/Medium, Black/Tan)",Cesar Millan,Dogs,Training & Behavior Aids,24.99,4.3,2803,1,2020-12-16 14:13:01.452,2020-12-16 14:13:01.452,0,1.0,1.0,1.0,2803.0,7.938802248154481,Very High
B07YK3GHWY,"SMART DOG Suction Cup Tug of War Dog Toy, Self-Playing Dog Tug Toy, Dog Pull Toy with Chew Rubber Ball (Green)",Smart Dog,Dogs,Toys,19.99,2.5,2798,1,2021-03-18 14:32:05.357,2021-03-18 14:32:05.357,0,1.0,1.0,1.0,2798.0,7.937017489515454,Very High
B07G214LKW,"Pet Hair Remover Roller - Lint Roller for pet Hair - Self Cleaning Dog & Cat Hair Remover - Remove Dog, Cat Hair from Furniture, Carpets, Bedding, Clothing and More.",Nado care,Cats,Grooming,27.95,4.5,2789,1,2019-05-06 19:54:56.056,2019-05-06 19:54:56.056,0,1.0,1.0,1.0,2789.0,7.933796874815411,Very High
B091YCFT84,"Hcpet Dog Shoes for Small Dogs Boots, Waterproof Dog Booties Paw Protector for Hot Pavement Winter Snow Hiking Booties 4Pcs",Hcpet,Dogs,Apparel & Accessories,23.99,3.8,2788,1,2021-03-10 10:33:02.482,2021-03-10 10:33:02.482,0,1.0,1.0,1.0,2788.0,7.933438387627489,Very High
B09K5QBWTS,"VIVAGLORY Cat Litter Mat, Extra Large (35""×23"") Durable Litter Box Mat Kitty Litter Mat with Waterproof and Anti-Slip Back, Grey",Vivaglory,Cats,Litter & Housebreaking,23.99,4.6,2787,1,2017-10-25 18:00:42.858,2017-10-25 18:00:42.858,0,1.0,1.0,1.0,2787.0,7.933079771880415,Very High
B094DC5L8V,"Dog Toys for Aggressive Chewers Large Breed, Lifetime Replacement, Indestructible Interactive Dog Toys for Large Medium Small Dogs, Food Grade Tough Dog Toys, Fun to Chew, Chase and Fetch (Camo color)",Fairsh,Dogs,Toys,17.99,4.2,2775,1,2023-03-14 23:19:20.583,2023-03-14 23:19:20.583,0,1.0,1.0,1.0,2775.0,7.9287663216266955,Very High
B08C9PYCWK,BINGPET Dog Knitted Sweaters - Turtleneck - Classic Cable Knit Dog Jumper Coat Warm Sweartershirts Outfits for Dogs Cats in Autumn Winter,BINGPET,Dogs,Apparel & Accessories,10.99,4.4,2772,1,2020-12-11 20:35:43.916,2020-12-11 20:35:43.916,0,1.0,1.0,1.0,2772.0,7.927685045615778,Very High
B077KSD9R2,FUNPET Soft Mesh Dog Harness No Pull Comfort Padded Vest for Small Pet Cat and Puppy Pink XS,PACCOMFET,Cats,"Collars, Harnesses & Leashes",,4.2,2763,1,2019-06-30 03:33:39.830,2019-06-30 03:33:39.830,0,1.0,1.0,1.0,2763.0,7.92443418488756,Very High
B09D6P86GN,"IREENUO Waterproof Dog Jacket, Dog Coat for Fall Winter, Warm Dog Raincoat for Small Medium Dogs (XS)",IREENUO,Dogs,Apparel & Accessories,18.99,4.5,2763,1,2022-02-02 14:58:26.317,2022-02-02 14:58:26.317,0,1.0,1.0,1.0,2763.0,7.92443418488756,Very High
B0002AQCLE,"Vitakraft Raviolos Small Animal Treat - Made with Real Vegetables - For Rabbits, Guinea Pigs, and Hamsters Brown 5 Ounce (Pack of 1)",Vitakraft,Small Animals,Treats,5.7,4.6,2759,1,2020-07-11 15:42:33.815,2020-07-11 15:42:33.815,0,1.0,1.0,1.0,2759.0,7.9229859587111955,Very High
B09V529381,"Made4Pets Cat Scratching Post, Cactus Cat Scratcher Kitten Scratch Post with Sisal Rope for Indoor Cats Claw Scratcher, Vertical Green Cat Tree with Dangling Ball for Kitties, Large-34 inches",MADE 4 PETS,Cats,Beds & Furniture,35.99,4.4,2759,1,2022-09-29 00:23:48.462,2022-09-29 00:23:48.462,0,1.0,1.0,1.0,2759.0,7.9229859587111955,Very High
B09KM1W9L2,"Vivaglory Cat Scratcher Cardboard with Box, Reversible Cat Scratching Pad Kitty Corrugated Sofa Lounge, Catnip Included, 1 Pack, Regular",Vivaglory,Cats,Beds & Furniture,13.99,4.6,2756,1,2019-09-11 02:35:47.636,2019-09-11 02:35:47.636,0,1.0,1.0,1.0,2756.0,7.921898411023797,Very High
B08X73Z73W,"Eterish 30 inches Fluffy Round Calming Dog Bed Plush Faux Fur, Anxiety Donut Dog Bed for Small Dogs and Cats, Pet Cat Bed with Raised Rim, Machine Washable, Light Grey",Eterish,Dogs,Beds & Furniture,37.99,4.7,2750,1,2020-11-26 03:11:32.520,2020-11-26 03:11:32.520,0,1.0,1.0,1.0,2750.0,7.919719760924575,Very High
B0B6Z49RFF,Pawtitas Reflective Cat Collar with Safety Buckle and Removable Bell Cat Collar Kitten Collar Orange Cat Collar,Pawtitas,Cats,"Collars, Harnesses & Leashes",9.99,4.5,2739,1,2021-11-20 15:22:32.611,2021-11-20 15:22:32.611,0,1.0,1.0,1.0,2739.0,7.9157131993821155,Very High
B08M9828FQ,"BELPRO Multi-Use Support Dog Harness, Escape Proof No Pull Reflective Adjustable Vest with Durable Handle, Dog Walking Harness for Big/Active Dogs (Blue, L)",BELPRO,Dogs,"Collars, Harnesses & Leashes",36.99,4.4,2729,1,2022-03-25 06:39:11.694,2022-03-25 06:39:11.694,0,1.0,1.0,1.0,2729.0,7.912056888179006,Very High
B08RXV363J,"Bird Parakeet Toys,Swing Hanging Standing Chewing Toy Hammock Climbing Ladder Bird Cage Colorful Toys Suitable for Budgerigar, Parakeet, Conure, Cockatiel, Mynah, Love Birds, Finches",lovyoCoCo,Birds,Birdcage Accessories,14.97,4.7,2726,1,2021-08-28 18:50:42.787,2021-08-28 18:50:42.787,0,1.0,1.0,1.0,2726.0,7.910957382845589,Very High
B08BJ3PC6P,"Moontay Professional Dog Grooming Scissors Set, 7 Inch/8 Inch Pet Grooming Scissors Chunkers Shears for Dog, Curved Dog Grooming Scissors, Thinning Shears for Dog with Grooming Comb",Moontay,Dogs,Grooming,38.99,4.5,2722,1,2019-11-03 15:41:09.254,2019-11-03 15:41:09.254,0,1.0,1.0,1.0,2722.0,7.909489492673759,Very High
B0BTSRVPPB,"Hill's Science Diet Dry Dog Food, Adult, Healthy Mobility Small Bites, Chicken Meal, Brown Rice & Barley Recipe, 30 lb. Bag",Hill's Science Diet,Dogs,Food,79.99,4.7,2709,1,2023-02-01 21:58:20.170,2023-02-01 21:58:20.170,0,1.0,1.0,1.0,2709.0,7.904703913873747,Very High
B01LPI0JGA,Petmate Deluxe Fresh Flow Dog and Cat Water Fountain 3 Sizes,Petmate,Cats,Feeding & Watering Supplies,43.27,4.0,2697,1,2011-03-31 11:01:02.000,2011-03-31 11:01:02.000,0,1.0,1.0,1.0,2697.0,7.900266036767701,Very High
B09HTQSSFJ,"Furhaven Large Pet House Collapsible Ottoman-Footstool Condo Pet Bed - Hygge Stripe (Gray/Cream), Large",Furhaven,Cats,Beds & Furniture,46.99,4.6,2696,1,2020-08-26 22:23:29.513,2020-08-26 22:23:29.513,0,1.0,1.0,1.0,2696.0,7.89989532313973,Very High
B097V7CJN8,"Catit Nibbly Grills, Grain-Free Cat Treat, Chicken & Scallop Recipe, 1.06 oz.",Catit,Cats,Treats,2.99,4.1,2692,1,2022-04-25 19:28:22.417,2022-04-25 19:28:22.417,0,1.0,1.0,1.0,2692.0,7.898411092811599,Very High
B06XCL6YTL,SILD Pet Denim Jumpsuit Dog Jeans Hoodies Cool Blue Coat Medium Small Dogs Classic Jacket Puppy Blue Vintage Washed Vests (XS),SILD,Dogs,Apparel & Accessories,9.95,4.5,2690,1,2019-08-22 00:21:34.918,2019-08-22 00:21:34.918,0,1.0,1.0,1.0,2690.0,7.897668150726906,Very High
B0018CG2WE,Nutri-Vet Bladder Control Supplement for Dogs - Helps Reduce Dog Urinary Incontinence - 90 Chewable Tablets,Nutri-Vet,Dogs,Health Supplies,20.79,4.1,2688,1,2020-11-28 02:07:19.759,2020-11-28 02:07:19.759,0,1.0,1.0,1.0,2688.0,7.896924656268864,Very High
B0BDPYTV6S,Omega 3 Fish Oil for Cats - Better Than Salmon Oil for Cats - Kitten + Cat Vitamins and Supplements - Cat Health Supplies - Cat Dandruff Treatment - Liquid Fish Oil for Pets - Cat Shedding Products,planopaws,Cats,Health Supplies,21.99,4.1,2687,1,2021-11-29 14:59:35.995,2021-11-29 14:59:35.995,0,1.0,1.0,1.0,2687.0,7.89655270164304,Very High
B002LAS734,"Isle of Dogs - Everyday Elements Silky Coating Brush Spray For Dogs - Jasmine + Vanilla - Daily Use Spray Detangler For A Softer, Smoother, Cleaner Coat Between Baths - Made in the USA - 8.4 Oz",Isle of Dogs,Dogs,Grooming,,4.5,2686,1,2018-04-19 00:56:21.481,2018-04-19 00:56:21.481,0,1.0,1.0,1.0,2686.0,7.8961806086154915,Very High
B0C2TWV5R8,PAWZ Road Cat Tunnel Collapsible S Shape Cat Play Tube 10.5 Inches in Diameter,PAWZ Road,Cats,Toys,19.99,4.8,2684,1,2021-07-18 01:18:30.211,2021-07-18 01:18:30.211,0,1.0,1.0,1.0,2684.0,7.895436006942965,Very High
B08QKRSJSP,"Blue Buffalo Freedom Grain Free Natural Indoor Adult Dry Cat Food, Chicken 11-lb",Blue Buffalo,Cats,Food,46.0,4.7,2674,1,2018-02-17 19:55:30.167,2018-02-17 19:55:30.167,0,1.0,1.0,1.0,2674.0,7.891704659330107,Very High
B07L22QQBC,Jalousie 5 Pack Value Bundle Dog Toys Assortment Dog Plush Toys Dog Squeaky Toys Assortment Puppy Pet Mutt Dog Toy Dog Squeak Toy for Medium Large Dogs,Jalousie,Dogs,Toys,19.98,4.2,2663,1,2023-03-16 11:11:04.872,2023-03-16 11:11:04.872,0,1.0,1.0,1.0,2663.0,7.88758403166028,Very High
B098K2MCC9,"DreamBone Mini Chicken-Wrapped Chews 15 Count, Rawhide-Free Chews For Dogs",DreamBone,Dogs,Treats,9.39,4.6,2661,1,2022-06-18 17:17:10.308,2022-06-18 17:17:10.308,0,1.0,1.0,1.0,2661.0,7.8868329989550565,Very High
B09YRZYPM8,"Ultra Fresh - Turtle Nutri Stick, Wild Sword Prawn, Calcium & Vitamin D Enriched Aquatic Turtle Food with Probiotics for Picky Turtles, Made from All Natural Ingredients 3.35 oz",Ultra Fresh,Fish & Aquatic Pets,Food,8.49,4.5,2635,1,2021-03-20 16:00:03.314,2021-03-20 16:00:03.314,0,1.0,1.0,1.0,2635.0,7.877017895622398,Very High
B07L3QCWRW,"YUDOTE Spring Scent Floral Dog Collars, Adjustable Nylon Collar for Female & Male Dogs, Fashion Designer Puppy Collar, Purple, Small, Neck 10""-15""",YUDOTE,Dogs,"Collars, Harnesses & Leashes",9.99,4.7,2632,1,2020-07-30 18:28:36.592,2020-07-30 18:28:36.592,0,1.0,1.0,1.0,2632.0,7.87587915949631,Very High
B09KTSGMR9,"Aolove Basic Classic Adjustable Genuine Cow Leather Pet Collars for Cats Puppy Dogs (Small, Blue-Spiked Rivet)",AoLove,Dogs,"Collars, Harnesses & Leashes",8.99,4.4,2628,1,2019-07-02 03:57:00.719,2019-07-02 03:57:00.719,0,1.0,1.0,1.0,2628.0,7.874358824729881,Very High
B074GLQ8XP,Oatmeal Dog Shampoo and Conditioner - for Dogs with Allergies and Dry Itchy Sensitive Skin. Best Hypoallergenic Medicated Tear Free Anti Itch for Puppy - with Aloe Cucumber Essence and Melon Extract,K9 Pro,Dogs,Grooming,19.95,4.5,2627,1,2020-05-10 15:00:06.217,2020-05-10 15:00:06.217,0,1.0,1.0,1.0,2627.0,7.873978379604501,Very High
