parent_asin,product_title,brand,main_category,category_l1,category_l2,category_l3,price,price_missing,average_rating,rating_number,demand_proxy,review_count,avg_review_rating,avg_helpful_vote,total_helpful_vote,verified_purchase_ratio,avg_review_text_length,first_review_date,last_review_date,weighted_rating_signal,value_score
B0856PZ94Q,"RC Pets 3/4 Inch Adjustable Dog Clip Collar, Small, Patriotic Paws",RC Pet Products,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",,True,4.8,5669,5669,5,4.2,1.0,5,1.0,268.0,2015-08-13 23:32:00.000,2021-09-23 00:03:00.174,41.48613310426463,
B08SQWVFNY,"Anosiar Interactive cat Toys, 180 Degree Self Rotating Ball Car Toy with Catnip, Cat Wand Chaser Trainning Toys for Kitten/Cats Toys, Stimulate Attractive Hunting Instinct for Your Kitty",Anosiar,Pet Supplies,Pet Supplies,Cats,Toys,,True,3.1,23,23,1,3.0,0.0,0,1.0,36.0,2021-05-21 18:13:11.704,2021-05-21 18:13:11.704,9.851966874078633,
B09P3C67CW,"Pet Gear Free Standing Pet Ramp for Cats and Dogs, No Assembly Required, Easy Fold for Storage or Travel, Portable, Available in 6 Models",Pet Gear,Pet Supplies,Pet Supplies,Dogs,Carriers & Travel Products,191.72,False,4.7,9,9,3,5.0,0.6666666666666666,2,1.0,1172.3333333333333,2017-09-30 05:04:58.548,2018-06-28 22:31:53.279,10.822149937072016,0.05644768379445032
B00MGQTHNM,"RUFFWEAR, Singletrak Dog Pack, Hiking Backpack with Hydration Bladders, Blue Dusk, Medium",RUFFWEAR,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,89.95,False,4.6,583,583,1,5.0,0.0,0,1.0,23.0,2015-06-14 16:46:16.000,2015-06-14 16:46:16.000,29.30154452100984,0.3257536911729832
B07PRS5PKW,"Neater Pet Brands Feeder Deluxe for Large Dogs, Cappuccino",Neater Pet Brands,Pet Supplies,Pet Supplies,Dogs,Feeding & Watering Supplies,64.99,False,4.7,22832,22832,6,5.0,0.16666666666666666,1,1.0,223.0,2017-05-27 20:29:48.000,2021-12-12 19:40:07.461,47.169022043596854,0.7257889220433429
B08Y5TJXMS,Tactical Dog Collar and Leash Set Tactical Dog Collar with Handle Bungee Leash Adjustable Military Training Nylon Collar Dog Training Collar Leash Set with Control Handleand Metal Buckle（Dark Blue S,Xqpetlihai,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",23.99,False,4.4,9080,9080,1,5.0,0.0,0,1.0,345.0,2022-09-13 15:44:30.552,2022-09-13 15:44:30.552,40.101334229835246,1.6715854201682054
B07NDSCW3Y,"""I and love and you"" Top That Boost Wet Dog Food Pouch, Duck Recipe In Gravy, 3 oz (Pack of 12)",I AND LOVE AND YOU,Pet Supplies,Pet Supplies,Dogs,Food,15.54,False,4.3,1009,1009,4,2.75,3.0,12,0.75,623.0,2019-03-09 21:36:40.123,2020-02-29 23:40:15.085,29.74613412229181,1.914165644935123
B00J9BAQH8,"Oster 078590-735 Oatmeal Naturals Hairball Control Cat Shampoo, 18-Ounce",Oster,Pet Supplies,Pet Supplies,Cats,Health Supplies,,True,4.7,10,10,1,5.0,2.0,2,1.0,193.0,2017-02-10 15:29:52.000,2017-02-10 15:29:52.000,11.270107782152342,
B00HVUSB5S,"Casual Canine Mesh Dog Harness, Small, Purple",Casual Canine,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",12.56,False,4.1,337,337,1,5.0,0.0,0,1.0,20.0,2017-07-15 17:54:16.758,2017-07-15 17:54:16.758,23.874488171480376,1.9008350455000298
B09ZXLSWYM,"Blueberry Pet Essentials 21 Colors Classic Dog Collar, Emerald, X-Small, Neck 8""-11"", Nylon Collars for Dogs",Blueberry Pet,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",8.49,False,4.7,41936,41936,11,4.7272727272727275,0.0,0,0.9090909090909091,73.63636363636364,2014-11-19 23:59:39.000,2021-09-18 18:18:17.845,50.02644172435443,5.892395962821487
B08LZ1NYWV,MOKCCI Truelove Dog Boots Waterproof Dog Shoes with Reflective Straps for Small Medium Large,MOKCCI,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,26.99,False,4.0,1431,1431,1,5.0,0.0,0,0.0,399.0,2021-05-16 17:51:55.533,2021-05-16 17:51:55.533,29.067309390082364,1.076965890703311
B0BRSSCPKQ,"ADITYNA Double Handle Leather Dog Leash 6ft x 3/4"" - Heavy Duty Braided Dog Leash with Traffic Handle - Dog Lead for Training and Walking Large and Medium Dog Breeds (Brown, Two Handles 6 foot x 3/4"")",ADITYNA,Pet Supplies,Pet Supplies,Dogs,Training & Behavior Aids,27.97,False,4.7,893,893,3,5.0,1.0,3,0.0,401.3333333333333,2020-03-07 18:41:21.493,2020-05-14 15:26:27.594,31.939817143315516,1.1419312528893641
B00TQRJVXA,"Nutro Small Breed Adult Farm Raised Chicken, Brown Rice, And Sweet Potato Recipe, (5 Lbs)",Nutro,Pet Supplies,Pet Supplies,Dogs,Food,29.99,False,4.3,337,337,1,5.0,0.0,0,1.0,125.0,2016-09-02 17:10:53.000,2016-09-02 17:10:53.000,25.03909735057698,0.8349148833136706
B0893HVND3,"TropiClean Fresh Breath NO BRUSH Peanut Butter Flavor Clean Teeth Oral Care Gel for Dogs, 2oz - Dental Care Toothpaste Gel Helps Remove Plaque & Tartar + Breath Freshener",TropiClean,Pet Supplies,Pet Supplies,Dogs,Health Supplies,10.99,False,4.2,798,798,1,5.0,0.0,0,1.0,50.0,2015-06-10 13:36:26.000,2015-06-10 13:36:26.000,28.070115972218353,2.5541506799106783
B09KM4VYGW,Four Paws Wee-Wee Disposable Dog Diapers Diaper Large/X-Large (36 Count),Four Paws,Pet Supplies,Pet Supplies,Dogs,Litter & Housebreaking,36.36,False,4.1,4708,4708,3,5.0,2.6666666666666665,8,1.0,106.33333333333333,2016-04-17 08:37:49.000,2018-05-28 02:46:47.935,34.67464648599857,0.9536481431792787
B09RQHQGN5,"Kaytee Exact Rainbow Parrot And Conure Food, 20 Lb",Kaytee,Pet Supplies,Pet Supplies,Buy $25 Save $5 on Kaytee,Food,54.99,False,4.5,2032,2032,2,4.0,0.0,0,1.0,98.5,2016-09-23 19:53:26.000,2022-03-06 00:42:03.037,34.27770516132756,0.6233443382674588
B0BGM4VPZN,"Wellness Kittles Crunchy Natural Grain Free Cat Treats, Chicken & Cranberry, 2-Ounce Bag",Wellness Natural Pet Food,Pet Supplies,Pet Supplies,Cats,Treats,2.37,False,4.5,9956,9956,10,3.1,0.0,0,0.9,112.0,2016-09-02 19:52:09.000,2022-12-01 02:19:45.555,41.42713995174638,17.47980588681282
B0BL1CQFQL,"VETRISCIENCE Glycoflex 3 Clinically Proven Dog Hip and Joint Supplement with Glucosamine for Dogs, Chicken, 120 Chews - Vet Recommended for Mobility Support for All Breeds and Sizes",VETRISCIENCE,Pet Supplies,Pet Supplies,Dogs,Health Supplies,43.5,False,4.6,15661,15661,14,4.214285714285714,0.07142857142857142,1,0.8571428571428571,237.14285714285714,2013-12-23 16:06:24.000,2022-09-09 23:37:49.166,44.43136630643006,1.0214107196880473
B078MDP8ZY,"Zack & Zoey Cotton Polo Shirt for Dogs, 20"" Large, Ultra Violet",Zack & Zoey,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,18.99,False,4.0,793,793,1,5.0,0.0,0,1.0,49.0,2015-06-08 00:04:43.000,2015-06-08 00:04:43.000,26.708333844988545,1.4064420139541098
B07GF7BHLP,"Cat Harness and Puppy Harness with Leash Set, Escape Proof Cat Harness, Adjustable Reflective Soft Mesh Vest Fit Puppy Kitten Outdoor Harness (Dark Gray, S, Chest: 9"" - 11"")",GAUTERF,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",9.96,False,4.1,13862,13862,6,4.333333333333333,0.0,0,1.0,211.33333333333334,2019-06-22 21:13:02.752,2021-08-24 13:42:12.056,39.10161266810734,3.925864725713588
B09SBQC1KZ,All 4s Durable Destroyable & Re-Tieable Interactive Dog Rubber Toy Ring with Rope Stimulates Puppy,All 4s,Pet Supplies,Pet Supplies,Dogs,Toys,6.99,False,3.5,29,29,1,2.0,0.0,0,0.0,852.0,2022-11-27 03:54:36.501,2022-11-27 03:54:36.501,11.904190835817545,1.7030315931069449
B07KWRDDRH,"Haoyueer Cute Dazzling Sparkling Elegant Fancy Soft Suede Leather Bling Rhinestone Crystal Jeweled Pet Cat Dog Puppy Collar Dog Leash Combo Set(Pink,XS)",haoyueer,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",20.99,False,4.3,3000,3000,1,5.0,0.0,0,1.0,19.0,2020-07-29 19:43:35.134,2020-07-29 19:43:35.134,34.428813635393574,1.6402483866314235
B00PILXRB0,"Emotional Support Dog Vest Harness with Reflective Straps, Interchangeable Patches, & Top Handle - ESA Dog Vest in 8 Sizes - Heavy Duty Emotional Support Dog Harness for Working Dogs (Red, XL)",Industrial Puppy,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",23.95,False,4.6,3884,3884,1,3.0,0.0,0,1.0,216.0,2022-11-05 17:41:36.623,2022-11-05 17:41:36.623,38.018440008888035,1.5874087686383314
B0C3JVQ6ZL,Omega 3 for Dogs - Dog Skin and Coat Supplement - Fish Oil for Dogs Chews - Allergy and Dog Itch Relief - Dog Anti Shedding Supplement - Dog Dry Skin Treatment - Salmon Oil - Made in USA - 120 Treats,Vet Promise,Pet Supplies,Pet Supplies,Dogs,Health Supplies,19.95,False,4.5,106,106,1,4.0,0.0,0,0.0,640.0,2023-02-07 04:45:08.702,2023-02-07 04:45:08.702,21.027729755078575,1.0540215416079486
B0BRSJJVX8,"Wellness Simple Natural Limited-Ingredient Grain-Free Dry Dog Food, Easy to Digest for Sensitive Stomachs, Supports Skin & Coat (Healthy Weight, Salmon and Peas, 24-Pound Bag)",Wellness Natural Pet Food,Pet Supplies,Pet Supplies,Dogs,Food,82.99,False,4.6,2585,2585,3,3.6666666666666665,0.0,0,1.0,191.66666666666666,2015-11-22 01:08:49.000,2019-01-14 13:28:19.556,36.14619077292629,0.4355487501256331
B0C389FL4G,"Stewart Freeze Dried Dog Treats, Healthy Gut with Probiotics for Dogs, Natural, Healthy, Grain Free Treat, Chicken & Vegetable Recipe, 4 Ounces, Resealable Pouch",Stewart,Pet Supplies,Pet Supplies,Dogs,Treats,14.99,False,4.4,123,123,1,5.0,3.0,3,0.0,1940.0,2022-10-22 15:11:16.445,2022-10-22 15:11:16.445,21.209238888662163,1.4148925209247607
B006ACECRY,"Soft Claws Canine Dog and Cat Nail Caps Take Home Kit, Medium, Sparkle Silver",Soft Claws,Pet Supplies,Pet Supplies,Cats,Grooming,15.99,False,2.9,3,3,1,5.0,0.0,0,1.0,45.0,2019-02-27 08:11:24.918,2019-02-27 08:11:24.918,4.020253647247682,0.25142299232318216
B0BSB15367,"Small Pet Select 2nd Cutting Perfect Blend Timothy Hay Pet Food for Rabbits, Guinea Pigs, Chinchillas and More, Premium Natural Hay Grown in The US, 12 lb",Small Pet Select,Pet Supplies,Pet Supplies,Small Animals,Food,36.99,False,4.4,8653,8653,11,3.3636363636363638,0.0,0,0.9090909090909091,235.1818181818182,2016-12-06 21:11:15.000,2022-03-13 14:05:45.277,39.88941845145325,1.0783838456732429
B0B3JF5GRV,VIVAGLORY New Sports Style Ripstop Dog Life Jacket with Superior Buoyancy & Rescue Handle Blue XL,Vivaglory,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,39.99,False,4.7,9546,9546,1,4.0,3.0,3,1.0,537.0,2018-06-19 15:14:22.487,2018-06-19 15:14:22.487,43.07071656559076,1.0770371734331272
B005HSGAOU,"Exo Terra Plastic Terrarium Plant, Large, Croton",Exo Terra,Pet Supplies,Pet Supplies,Reptiles & Amphibians,Habitat Décor,11.49,False,4.6,3559,3559,3,4.666666666666667,0.0,0,1.0,69.33333333333333,2015-07-03 19:49:02.000,2018-01-26 14:52:24.416,37.61657278969194,3.2738531583717965
B09KZ4HNB5,"Bone Dry Machine Washable, Ultra Absorbent Pet Mat, 12x18, Rose/Off-White Lattice",Bone Dry,Pet Supplies,Pet Supplies,Cats,Beds & Furniture,6.58,False,4.3,5080,5080,5,4.2,0.4,2,0.4,487.4,2016-10-21 18:08:46.000,2021-10-27 15:25:00.961,36.693032497853046,5.576448707880402
B0B5H1ZG2B,SPOT by Ethical Products Skinneeez - The Original Stuffless Stuffingless Dog Toys - Squeak Toys Tug Toy Small Dogs and Large Dogs Puppy Chew Toy Alternative Interactive Dog Toy - Fox - Small,SPOT,Pet Supplies,Pet Supplies,Dogs,Toys,9.99,False,4.3,16737,16737,27,4.592592592592593,0.07407407407407407,2,0.9259259259259259,165.8148148148148,2012-10-02 18:11:28.000,2021-07-15 18:01:12.418,41.81937850914912,4.186123974889801
B0BMQ8Y2SB,"BTINESFUL 5FT Durable Slip Lead Rope Dog Leash, No Pull Nylon Training Leash for Medium Large Dogs, 1/2"" X 5', Orange",BTINESFUL,Pet Supplies,Pet Supplies,Dogs,Training & Behavior Aids,9.99,False,4.6,368,368,1,5.0,1.0,1,1.0,261.0,2021-06-30 17:18:53.919,2021-06-30 17:18:53.919,27.189664562586422,2.7216881444030454
B09WVNPQXK,"LYCC Cat Litter Scoop with Longer Handle and Soft Grip,Metal Pet Sifter Kitty Cat Scooper Non-Stick Coated with 1 Pcs Hook",LYCC,Pet Supplies,Pet Supplies,Cats,Litter & Housebreaking,14.89,False,4.4,443,443,2,5.0,0.0,0,0.0,351.5,2021-03-06 16:47:23.469,2021-05-19 18:17:44.155,26.821628074701792,1.8013182051512284
B000VM6FNS,"Purina Tidy Cats Clumping Cat Litter, Instant Action Multi Cat Litter - 35 lb. Pail",Purina Tidy Cats,Pet Supplies,Pet Supplies,Cats,Litter & Housebreaking,,True,4.7,241,241,5,4.6,0.4,2,0.6,703.2,2019-01-05 11:26:43.776,2019-10-18 20:00:53.292,25.798007312936427,
B0C2KNMNK3,"YAODHAOD Dog Shoes for Small Dogs, Hot Pavement Anti-Slip Dogs Boots & Paw Protector, Summer Puppy Booties with Reflective Straps, Cat Dog Shoes for Indoor Hardfloors (Pink, Size 6: 2.16""x1.76""(L*W))",YAODHAOD,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,9.99,False,3.7,8197,8197,2,3.0,0.0,0,1.0,192.0,2022-01-20 18:34:20.813,2023-02-22 18:56:48.499,33.34308835393785,3.3376464818756606
B0898HCWCF,Full Moon Chicken Jerky Tenders Healthy All Natural Dog Treats Human Grade Made in USA 26 oz,Full Moon,Pet Supplies,Pet Supplies,Dogs,Treats,18.39,False,4.7,3227,3227,3,4.666666666666667,0.0,0,0.3333333333333333,373.6666666666667,2020-07-11 19:54:47.597,2023-03-13 19:44:37.515,37.97420473813225,2.0649377236613513
B0BTZCP6ZY,"32oz Salmon Oil Omega 3 for Dogs - Fish Oil for Pets - Joint Health - Allergy Relief - Itch Relief, Shedding - Skin and Coat Supplement – Wild Alaskan Salmon Oil - Omega 3 6 9 - EPA & DHA Fatty Acids",STRELLALAB,Pet Supplies,Pet Supplies,Dogs,Health Supplies,29.91,False,4.5,2294,2294,1,5.0,1.0,1,1.0,265.0,2022-07-11 13:44:43.915,2022-07-11 13:44:43.915,34.823196551225905,1.1642660164234673
B01AJLRDX6,PAWZ Road Cat Sleeping Bag Self-Warming Kitty Sack 20 Inches X 22 Inches- Grey,PAWZ Road,Pet Supplies,Pet Supplies,Cats,Beds & Furniture,18.99,False,4.2,6135,6135,2,4.0,0.0,0,1.0,102.0,2020-01-20 19:25:06.967,2020-08-26 23:30:02.668,36.63209904079778,1.9290204866138907
B07TNLXTC3,Ethical Pet Products 23980056: Fashion Pet Sweater Classic Cable Red Xxxs,SPOT Ethical Products,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,11.99,False,4.3,171,171,4,4.75,0.0,0,1.0,346.75,2013-12-10 18:38:16.000,2014-10-21 16:01:35.000,22.134226250297846,1.8460572352208378
B07GB1R7LT,"KRUZ PET KZV5048-15S 4"" Long Reflective Heavy Duty Click Lock Hook Leash Strong, Secure Nylon Safety Lead with Locking Carabiner Clip – Pet Leash with Comfortable Padded Handle, Small, Blue",KRUZ PET,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",14.99,False,4.2,440,440,4,5.0,0.0,0,0.25,268.0,2018-10-29 23:10:42.752,2020-05-15 20:01:53.763,25.573988476876753,1.7060699450885093
B0866QR7RR,"SHEBA PERFECT PORTIONS Cuts in Gravy Adult Wet Cat Food Trays (24 Count, 48 Servings), Delicate Salmon Entrée, Easy Peel Twin-Pack Trays",Sheba Wet Food,Pet Supplies,Pet Supplies,Cats,Food,28.32,False,4.6,12744,12744,9,4.444444444444445,0.1111111111111111,1,0.6666666666666666,315.22222222222223,2014-12-28 01:57:45.000,2022-10-09 20:50:56.362,43.48331385732699,1.5354277491993993
B009A3LV88,"The Walkie No Pull Dog Leash, Small, Black",Weiss Walkie,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",24.95,False,4.6,771,771,1,5.0,0.0,0,1.0,252.0,2018-10-19 20:50:30.563,2018-10-19 20:50:30.563,30.58532893011397,1.2258648869785158
B09CLDQSKG,"Fringe Studio Plush Dog Toy Set, Veggies, 3 Piece Set, for Small Dogs (289508)",Fringe Studio,Pet Supplies,Pet Supplies,Dogs,Toys,10.8,False,4.7,174,174,1,5.0,0.0,0,1.0,45.0,2022-03-22 05:34:26.009,2022-03-22 05:34:26.009,24.27449407744052,2.2476383405037517
B0B93M426N,"Health Extension Little Bites Weight Control Dry Dog Food, Grain-Free, Natural Food for Overweight Adult Dogs with Added Vitamins & Mineral, Include Lite Chicken & Brown Rice Recipe (4 lbs)",Health Extension,Pet Supplies,Pet Supplies,Dogs,Food,24.98,False,4.7,5477,5477,1,5.0,0.0,0,1.0,121.0,2020-08-25 00:54:15.215,2020-08-25 00:54:15.215,40.45992814416821,1.619692880070785
B0BYPS4SQ5,"Best Pet Supplies Foam Pet Steps for Small Dogs and Cats, Portable Ramp Stairs for Couch, Sofa, and High Bed Climbing, Non-Slip Balanced Indoor Step Support, Paw Safe - Lambswool, 4-Step (H: 18"")",Best Pet Supplies,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,59.99,False,4.5,20389,20389,6,4.333333333333333,0.0,0,1.0,270.1666666666667,2016-12-11 07:30:12.000,2022-03-28 12:02:38.914,44.652599386058256,0.7443340454418779
B075F4H7XJ,"Sidecar Eyewear, one Size, Copper",Doggles,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,,True,3.9,280,280,1,4.0,0.0,0,1.0,241.0,2019-08-26 10:03:23.531,2019-08-26 10:03:23.531,21.989583210401605,
B0BM55H793,"Snoop Doggie Doggs Deluxe Pet Bandana Set of 2, Adjustable Ties - Halftime/Off The Chain, Medium",Snoop Doggie Doggs,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,19.99,False,4.9,9,9,1,5.0,0.0,0,1.0,101.0,2023-03-09 23:16:01.499,2023-03-09 23:16:01.499,11.282666955670825,0.564415555561322
B0BGT2HQ1J,Jack&Pup Pig Ears for Dogs - Thick Pigs Ear Slivers (1lb Bag) - Premium Dog Pig Ear Treats - Natural and Healthy Dog Pork Chews; Excellent Rawhide Alternative,Jack & Pup,Pet Supplies,Pet Supplies,Dogs,Treats,14.95,False,4.3,3540,3540,3,4.0,0.3333333333333333,1,1.0,153.66666666666666,2020-08-28 02:30:32.911,2021-03-21 08:24:26.820,35.140307144081184,2.350522216995397
B07YYVGW2P,"API Aquarium Starter Bundle Pack: One (1) API Quick Start 16 oz., one (1) API Stress Coat 16 oz., one (1) API Aquarium Salt 16 oz.",API,Pet Supplies,Pet Supplies,Fish & Aquatic Pets,Aquarium Water Treatments,33.48,False,4.7,195,195,1,5.0,0.0,0,1.0,167.0,2019-05-04 11:23:39.109,2019-05-04 11:23:39.109,24.80713889838343,0.7409539694857655
B0BVGDXDXM,"CollarDirect Reflective Dog Collar for a Small, Medium, Large Dog or Puppy with a Quick Release Buckle - Boy and Girl - Nylon Suitable for Swimming (10-13 Inch, Black)",CollarDirect,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",9.99,False,4.6,11155,11155,1,5.0,0.0,0,1.0,148.0,2019-03-27 18:50:55.566,2019-03-27 18:50:55.566,42.870770644237936,4.29136843285665
B07H2F6QKM,"Amazon Basics Small Double Platform Cat Tree With Scratching Post - 21 x 16 x 22 Inches, Gray",Amazon Basics,Pet Supplies,Pet Supplies,Cats,Beds & Furniture,34.6,False,4.5,675,675,3,4.666666666666667,0.0,0,1.0,400.0,2020-08-16 17:46:31.588,2020-11-13 02:11:57.612,29.32286884219334,0.8474817584448942
B09CF5YYD2,"Outward Hound Floatiez Octopus Floating Interactive Dog Toy, Medium",Outward Hound,Pet Supplies,Pet Supplies,Dogs,Toys,,True,4.2,3182,3182,3,3.6666666666666665,0.3333333333333333,1,0.3333333333333333,840.6666666666666,2018-02-26 05:48:59.845,2020-08-31 15:49:08.951,33.87543359458479,
B00MN366O6,"Reflective Dog Collar for Medium Dogs, Adjustable from 12-17 inches, Turquoise",Rogz,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",13.95,False,4.4,606,606,2,5.0,0.0,0,1.0,49.0,2015-11-22 03:01:37.000,2016-02-05 22:48:12.000,28.197526680661795,2.0213280774667957
B08P4X8WWR,"S&T INC. Microfiber Pet Bowl Feeding Mat, Anti-Skid and Absorbent, 12.5 Inch x 21 Inch, Typography",S&T INC.,Pet Supplies,Pet Supplies,Dogs,Feeding & Watering Supplies,7.99,False,4.5,4377,4377,3,4.333333333333333,3.0,9,1.0,355.3333333333333,2017-03-09 23:25:40.000,2021-05-23 23:02:44.991,37.72956275137264,4.722097966379554
B07F67S2ZW,"SlowTon No Pull Small Dog Harness and Leash Set, Puppy Soft Vest Harness Neck & Chest Adjustable, Reflective Lightweight Harness & Anti-Twist Pet Lead Combo for Small Medium Dogs (R-Front Clip,XS)",SlowTon,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",14.99,False,4.5,5397,5397,1,5.0,1.0,1,1.0,162.0,2023-02-11 18:29:47.768,2023-02-11 18:29:47.768,38.67202707110078,2.5798550414343415
B09MV8V469,Zesty Paws Flavored Soft Chews - Calming for Dogs Anxiety Composure Relief with Ashwagandha Melatonin Chamomile Passionflower Dog Stress Separation Aid for Fireworks and Thunder 10 oz…,Zesty Paws,Pet Supplies,Pet Supplies,Dogs,Health Supplies,16.97,False,4.2,2174,2174,1,3.0,0.0,0,1.0,119.0,2020-11-21 16:04:07.102,2020-11-21 16:04:07.102,32.2760925627957,1.901950062627914
B01E77OESA,"Chai's Choice - Premium Outdoor Adventure Dog Harness - 3M Reflective Vest with Two Leash Clips, Matching Leash and Collar Available (Red Large)",Chai's Choice,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",27.95,False,4.5,7337,7337,7,5.0,1.1428571428571428,8,1.0,214.71428571428572,2015-07-28 19:53:20.000,2020-07-13 05:09:26.270,40.05369722211852,1.433048201149142
B0BG58TB6N,"AkoSlale 200Pcs-4.7 Inch Long Qtips,Dog Qtips,Dog Ear Wax Cleaner,Long Cotton Swab, Clean Wound, Clean Nose, Ear Cleaning Supply for Puppies and Pets",AkoSlale,Pet Supplies,Pet Supplies,Dogs,Health Supplies,11.98,False,4.4,60,60,1,5.0,0.0,0,0.0,308.0,2023-01-21 01:43:57.320,2023-01-21 01:43:57.320,18.08784500236257,1.5098368115494631
B00NX9A1JA,"Snoozer Classic Poly-Cotton Cozy Cave Pet Bed, Extra Large, Navy",Snoozer,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,114.95,False,4.5,4260,4260,7,4.428571428571429,0.8571428571428571,6,1.0,350.0,2012-10-15 16:18:17.000,2019-10-19 02:29:57.057,37.607666190749605,0.3271654301065646
B0758MDXHY,"Amazon Basics Padded Handle Dog Leash, 4-Foot, Black",Amazon Basics,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",20.59,False,4.6,7719,7719,3,4.666666666666667,0.0,0,0.0,754.3333333333334,2018-01-17 17:40:36.101,2018-01-25 05:20:43.637,41.177220357886576,1.9998650003830294
B07YB4Z319,"SUPERJARE Cat Tree with Plush Perch & Dangling Balls, Activity Kitten Centre Tower Equipped with Basket, Scratching Posts and Plush Condos - Dark Gray",SUPERJARE,Pet Supplies,Pet Supplies,Cats,Beds & Furniture,,True,4.7,335,335,2,4.5,0.0,0,0.0,342.5,2020-01-09 02:42:12.123,2020-01-14 20:41:27.563,27.34042245182706,
B0999HBLNS,Auroth Tactical Dog Training Harness No Pulling Front Clip Leash Adhesion Reflective K9 Pet Working Vest Easy Control for Small Medium Large Dogs Blue Camo L,AUROTH,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",22.09,False,4.6,49964,49964,4,4.0,74.5,298,1.0,553.5,2020-05-04 16:54:51.071,2022-11-01 11:25:30.571,49.767758980761094,2.25295423181354
B098X2128S,"Dog Collar Floral Cute Girl Dog Collars with Safety Metal Buckle for Puppy Small Medium Large Dogs(Blue,L)",BONAWEN,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",14.59,False,4.5,393,393,1,2.0,0.0,0,1.0,223.0,2022-11-08 16:00:04.556,2022-11-08 16:00:04.556,26.893579091840703,1.84328849155865
B079NCBLXD,"TummyWorks Probiotic Soft Chews for Dogs. Probiotics for Gut Flora, Digestive Health, Immune Support, Diarrhea, Itching & Seasonal Allergies. with Digestive Enzymes & Prebiotics. Made in USA 120ct",Finest For Pets,Pet Supplies,Pet Supplies,Dogs,Health Supplies,26.75,False,4.3,1819,1819,1,5.0,0.0,0,1.0,61.0,2019-10-02 04:44:15.517,2019-10-02 04:44:15.517,32.27834465430462,1.2066670898805465
B0199M1S5K,"Puppia Vivien Dog Harness Over-The-Head All Season Cute No Pull No Choke Walking Training Adjustable for Small Dog, Orange, X-Small",Puppia,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",19.79,False,4.4,2132,2132,6,4.333333333333333,0.8333333333333334,5,1.0,320.8333333333333,2014-04-11 02:29:09.000,2022-02-15 01:47:23.805,33.727252761273945,1.704257340135116
B08694RYW1,Tuff Pupper Updated for 2022 - Tracker No Escape Dog Harness | Dual Escape Proof Leash Attachments | 5 Point Adjustable Fit Harness for Dogs | Padded Dog Harness for Comfort | Handle Dog Lift Harness,Tuff Pupper,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",34.96,False,4.4,658,658,2,4.5,3.0,6,1.0,404.5,2020-10-07 17:55:31.153,2022-11-16 20:07:13.835,28.559183551811035,0.816910284662787
B08CHF6FRY,1 Pack 3 Blankets Super Soft Fluffy Premium Cute Elephant Pattern Pet Blanket Flannel Throw for Dog Puppy Cat Blue Large(41x31 inch),Luciphia,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,22.99,False,4.5,6067,6067,3,5.0,0.0,0,1.0,171.0,2021-03-09 04:38:31.261,2022-09-29 19:09:01.118,39.198529532107905,1.7050252080081734
B09Y98WBP5,"Neater Feeder Deluxe with Leg Extensions (Medium + Slow Feed Bowl Combo, Cappuccino)",Neater Pet Brands,Pet Supplies,Pet Supplies,Dogs,Feeding & Watering Supplies,62.99,False,4.7,9452,9452,3,5.0,0.0,0,1.0,136.33333333333334,2018-06-18 00:15:50.802,2020-02-08 08:23:57.918,43.02421092299931,0.6830324007461392
