parent_asin,product_title,brand,category_l2,category_l3,price,average_rating,rating_number,review_count,reviews_per_month,rating_number_per_month,value_score,success_probability,success_score,success_tier,success_rank
B09J6T9JYL,"Lixit Bell Style Aquarium Cage Water Bottle (8 Ounce, Clear)",Lixit,Small Animals,Feeding & Watering Supplies,6.99,4.0,1199,2,0.04506291635825315,27.015218356772763,4.0572685755514115,0.5095848680674446,50.95848680674446,High,1396.0
B00H6O07G0,"Fitwarm Mothers Day Cute Pig Dog Pajamas, Dog Winter Clothes for Small Dogs Girl, Lightweight Velvet Pet Jumpsuit, Cat Onesie, Pink, Large",Fitwarm,Dogs,Apparel & Accessories,14.99,4.5,5462,5,0.08797687861271676,96.1059421965318,2.5834483093916427,0.509568400003838,50.9568400003838,High,1397.0
B0C77Q2H2B,"Glucosamine Treats for Dogs - Joint Supplement w/Omega-3 Fish Oil - Chondroitin, MSM - Advanced Mobility Chews - Joint Pain Relief - Hip & Joint Care - Peanut Butter Flavor - 240 Ct",STRELLALAB,Dogs,Health Supplies,39.91,4.5,1220,2,0.11337057728119182,69.15605214152701,0.8013884899398189,0.5091593754902364,50.91593754902364,High,1398.0
B083XB2R75,"Royal Canin Small Adult Wet Dog Food, 3 Oz,12-count",Royal Canin,Dogs,Food,31.08,4.6,2641,4,2.213818181818182,1461.6734545454547,1.1661757024253039,0.5091396726030893,50.91396726030894,High,1399.0
B06Y5S463N,"YAKA 60PCS (30 Paris) Cute Puppy Dog Small Bowknot Hair Bows with Metal Clips Handmade Hair Accessories Bow Pet Grooming Products (60 Pcs,Cute Patterns)",YAKA,Dogs,Apparel & Accessories,8.98,4.6,5752,2,0.051680814940577254,148.6340237691002,4.434787638036876,0.5091300448838256,50.91300448838256,High,1400.0
B08GC582CK,SIWA MARY Dog Bed Mat Soft Crate Pad Washable Anti-Slip Mattress for Large Medium Small Dogs and Cats Kennel Pad(29'' x 21'' Grey),SIWA MARY,Dogs,Beds & Furniture,24.99,4.3,4612,2,0.0777522349936143,179.2966538952746,1.4516816662384406,0.5090365173041839,50.90365173041839,High,1401.0
B07C9SXKX7,"Downtown Pet Supply Dog Grooming Arm with Clamp and Grooming Loop, 1 Haunch, Black - Adjustable, Steel Grooming Table Arm with Table Clamp, No Sit Haunch Holder Dog Grooming Restraint and Loop",Downtown Pet Supply,Dogs,"Collars, Harnesses & Leashes",41.49,4.3,2810,2,0.40859060402684566,574.0697986577181,0.8230313558664277,0.5090007891434156,50.90007891434156,High,1402.0
B08DWHK36X,"FELINE GREENIES Natural Dental Care Cat Treats Savory Salmon Flavor, 2.1oz. Pouch",Greenies,Cats,Treats,,4.8,3808,2,0.11552182163187856,219.9535483870968,,0.5087607884141259,50.876078841412586,High,1403.0
B089QZGNR3,"Jolly Pets Teaser Ball Dog Toy, Large/8 Inches, Blue, Model Number: 1508 BL",Jolly Pets,Dogs,Toys,18.29,4.4,5787,2,0.01758013283280393,50.86811435171817,2.0841763360364163,0.5086540104138795,50.86540104138795,High,1404.0
B09M3LZ9Z1,"BUCATSTATE Food Bowl for Hamster 2PCS Cactus Drinking Bowl Waterproof Food Dish Ceramic Feeding Bowls for Small Animals, Birds, Guinea Pig, Chipmunk",BUCATSTATE,Dogs,Feeding & Watering Supplies,11.98,4.2,413,2,0.8010526315789473,165.41736842105263,2.1125740475848347,0.5086521848094235,50.86521848094235,High,1405.0
B06XKLG362,"Fresh Step Odor Shield Scented Litter with The Power of Febreze, Clumping Cat Litter, 38 lb",Fresh Step,Cats,Litter & Housebreaking,,4.7,869,2,2.0,869.0,,0.5086081360008865,50.86081360008865,High,1406.0
B0BQLZNHDZ,"Pet Gear Stramp Stair and Ramp Combination for Dogs/Cats, Easy Step, Lightweight/Portable, Sturdy, Easy Assembly (No Tools Required) 2 Models, 3 Colors",Pet Gear,Dogs,Beds & Furniture,81.99,4.6,2736,3,0.053341121495327104,48.64710280373832,0.44404490134878793,0.5084972243442698,50.84972243442698,High,1407.0
B07HYD6V1N,New Cat Condos 120008-Beige 4 Level Large Cat Tree,New Cat Condos,Cats,Beds & Furniture,98.63,4.5,326,2,0.16771349862258955,27.337300275482097,0.26416729969621455,0.5084562406845338,50.845624068453375,High,1408.0
B09D451T23,"GREENIES Original Petite Natural Dental Care Dog Treats, 18 oz. Pack (30 Treats)",Greenies,Dogs,Treats,,4.8,1786,116,0.8502383818926079,13.090739224656877,,0.5081446428221743,50.81446428221743,High,1409.0
B0C5C54QFK,"THAIN Basic Adjustable Dog Cat Collar Bling Rhinestones Shing Diamonds PU Leather with Rhinestones Buckle (XS(Length 8""-10""), Black)",THAIN,Cats,"Collars, Harnesses & Leashes",6.99,4.4,874,2,1.9024999999999999,831.3924999999999,4.264175264660015,0.5081432842601927,50.81432842601927,High,1410.0
B01MYAGD68,"Miracle Care, Miracle Coat, Leave-In Lusterizer Conditioner, For Dogs, Herbal Scent, 12 fl oz (355 ml)",Miracle Care,Dogs,Grooming,,4.3,1224,4,0.058679518072289154,17.95593253012048,,0.5079631267895596,50.79631267895596,High,1411.0
B09VC2W1CL,"CLOUDZONE Large Dog Bed, Dog Beds for Medium Dogs Machine Washable Rectangle Breathable Dog Sofa with Nonskid Bottom Pet Bed for Medium and Large Dogs or Multiple",CLOUDZONE,Dogs,Beds & Furniture,36.99,4.2,1180,3,0.1315850144092219,51.756772334293956,0.803224942633926,0.5079549178840982,50.79549178840982,High,1412.0
B004ULYZPG,"CET Virbac Plaque Tartar Control Enzymatic Dog and Cat Toothpaste, 2.5 oz, Beef",Virbac,Cats,Health Supplies,10.92,4.6,1366,4,0.14409467455621303,49.208331360946744,3.0415494184001983,0.5078482362592092,50.784823625920914,High,1413.0
B08WDG15QK,"Platinum Pets Modern Double Diner Feeder with Stainless Steel Dog Bowls, Large, Copper vein",Platinum Pets,Dogs,Feeding & Watering Supplies,33.99,4.6,6014,2,0.12176,366.13232,1.177677360714339,0.507673559995159,50.76735599951589,High,1414.0
B09174G67Y,"YUDODO Dog Carrier Backpack Pet Dog Carrier Front Pack Breathable Head Out Reflective Safe Warm Doggie Carrier Backpack for Small Dogs Cats Rabbits(S(0-5), Black)",YUDODO,Dogs,Carriers & Travel Products,29.99,4.3,1490,2,1.2953191489361702,965.0127659574468,1.0477149034174182,0.5075657051118198,50.75657051118198,High,1415.0
B008XF2WP0,"Kaytee Forti Diet Pro Health Hamster Food, 5-Pound",Kaytee,Buy $25 Save $5 on Kaytee,Food,,4.7,8962,2,0.08926686217008799,400.0048093841643,,0.5073906874639963,50.73906874639963,High,1416.0
B0BCJ23FG7,"DuLaSeed Cat Toys for Indoor Cats, 12PCS Interactive Cat Feather Toys for Kitten, Retractable Cat Wand Toys & Replacement Teaser with Bell Refills, Funny Exercise for Kitty Cats",DuLaSeed,Cats,Toys,10.9,4.3,378,2,0.24848979591836737,46.96457142857143,2.3423307965004065,0.5073737807589516,50.73737807589516,High,1417.0
B0956MJL32,"Authentic Puppia RiteFit Harness with Adjustable Neck, Sky Blue, Small",Puppia,Dogs,"Collars, Harnesses & Leashes",18.09,4.4,5123,2,0.1510669975186104,386.95811414392057,2.0775809241168135,0.5073584794429148,50.73584794429148,High,1418.0
B085S5J2Y2,DISCONTINUED BY MANUFACTURER:NUTRO MAX CAT Kitten Roasted Chicken Flavor Dry Cat Food 3 Pounds,Nutro,Cats,Food,,4.6,1877,4,0.11379439252336448,53.39801869158879,,0.5072102687688542,50.721026876885425,High,1419.0
B0791KNWTY,"Triumph Dog Turkey, Pea, & Berry Grain Free Jerky, 24-Ounce",Triumph,Dogs,Treats,15.99,4.2,3437,26,0.46473282442748093,61.434104521432765,2.13878109949717,0.5071728231525928,50.71728231525928,High,1420.0
B08694RYW1,Tuff Pupper Updated for 2022 - Tracker No Escape Dog Harness | Dual Escape Proof Leash Attachments | 5 Point Adjustable Fit Harness for Dogs | Padded Dog Harness for Comfort | Handle Dog Lift Harness,Tuff Pupper,Dogs,"Collars, Harnesses & Leashes",34.96,4.4,658,2,0.07906493506493507,26.012363636363638,0.816910284662787,0.5071719639988107,50.71719639988107,High,1421.0
B08149VZQS,"Furhaven Pillow Pet Bed for Dogs and Cats - Terry and Suede Reversible Crate or Kennel Dog Bed Mat Cushion, Washable, Camel, Medium",Furhaven,Dogs,Beds & Furniture,,4.3,2397,3,0.050341786108048514,40.223087100330766,,0.5071513017658893,50.71513017658893,High,1422.0
B01BYCR5ZU,Paw Inspired Ultra Protection Female Disposable Dog Diapers,Paw Inspired,Dogs,Litter & Housebreaking,,4.3,271,2,0.7334939759036144,99.38843373493977,,0.507104234076057,50.710423407605695,High,1423.0
B0BP77Q3VW,PetSafe Busy Buddy Tug-A-Jug Meal-Dispensing Dog Toy Use with Kibble or Treats,PetSafe,Dogs,Toys,,3.8,5776,2,0.039790849673202615,114.91597385620915,,0.5069923057166058,50.69923057166058,High,1424.0
B0C3QKNVYM,"Hero Dog Large Dog Bed Crate Pad Mat Cute Paw Pet Beds for Dogs, 42-Inch Washable Dog Sleeping Mattress with Anti Slip Bottom, Light Grey L",Hero Dog,Dogs,Beds & Furniture,29.99,4.5,1522,2,0.7424390243902439,564.9960975609756,1.0996321469832686,0.5068187252053441,50.68187252053441,High,1425.0
B001GS71KW,Precision Pet by Petmate Soft Side Play Yd Large,PRECISION PET,Dogs,"Crates, Houses & Pens",62.95,4.5,618,2,0.032177589852008456,9.942875264270613,0.45951507112121814,0.5068091224985862,50.68091224985862,High,1426.0
B017EQWU0A,"Gooby Sports Vest Dog Jacket - Blue, Medium - Reflective Dog Vest with D Ring Leash - Warm Fleece Lined Small Dog Sweater, Hook and Loop Closure - Dog Clothes for Small Dogs Boy or Girl Dog Sweater",Gooby,Dogs,Apparel & Accessories,21.19,4.5,1228,2,0.13292576419213975,81.6164192139738,1.5107504715925981,0.5066480410543842,50.66480410543842,High,1427.0
B006O7AT4K,"ComfortFlex American Made Fully Padded, Reflective, Adjustable, Flat Nylon, Escape Proof Limited Slip Martingale Collar for Dogs (Medium, Berry)",ComfortFlex,Dogs,"Collars, Harnesses & Leashes",24.25,4.7,352,3,0.20338530066815144,23.863875278396435,1.1370061801066595,0.5065574230982989,50.65574230982989,High,1428.0
B09WBDMPRB,"Charming Pet Squawkers Grandma Hippie Chick Latex Rubber Chicken Interactive Dog Toy, Large",Charming Pet,Dogs,Toys,12.99,4.5,3644,3,0.046568077511473745,56.56469148393677,2.841031747497491,0.506483637424747,50.6483637424747,High,1429.0
B089DPVXSP,"Lickimat Classic Dog Slow Feeders, Lick Mat, Boredom Anxiety Reduction; Perfect for Food, Treats, Yogurt, Peanut Butter. Fun Alternative to Slow Feed Dog Bowl! (Green & Turquoise, Soother & Buddy)",Lickimat,Dogs,Feeding & Watering Supplies,16.95,4.4,16388,2,2.0,16388.0,2.5191273682053597,0.5061885676726473,50.61885676726473,High,1430.0
B0C6FGS8LC,"Sams Yams Sweet Potato Dog Treats, Healthy Dog Treats for Large Dogs - Sweet Potato Dog Treats Made in USA, High Fiber, Vegan Dental Chews - Big Boyz, Sweet Potato Dog Chewz, 15oz (Pack of 6)",Front Porch Pets,Dogs,Treats,96.89,4.7,1173,2,0.16454054054054054,96.50302702702703,0.34286725566956133,0.5060724382856471,50.607243828564705,High,1431.0
B081R6PW9K,"otoez Round Plush Donut Pet Bed Warm Fur Cuddler Dog Cat Cushion Bed Calming Bed Non-Slip Bottom (19.7"",Taupe)",otoez,Dogs,Beds & Furniture,19.99,4.3,1491,2,0.08538569424964937,63.6550350631136,1.5719786371827882,0.5059451762907098,50.59451762907098,High,1432.0
B07M616MRQ,Dog Winter Coat Clothes Reversible Fleece Jacket Warm Coats Windproof Christmas Costume Xmas Gifts for Cold Weather Wearing,SCENEREAL,Dogs,Apparel & Accessories,11.99,4.5,1774,2,0.19830618892508145,175.89758957654723,2.8079233243196686,0.5057979143813875,50.579791438138756,High,1433.0
B000O39TE6,Coastal Pet Li'l Pals Dog Slicker Brush with Coated Tips - Dog Grooming Brush for Small Breeds & Puppies - One Size,Coastal,Dogs,Grooming,7.99,4.5,4726,4,0.04419600725952814,52.21758257713249,4.765295011085052,0.5057743725173834,50.577437251738345,High,1434.0
B06WD24SS9,"Armarkat Pet Bed Mat, 60"""" x 43"""" x 8""""/XX-Large, Ivory (M02HJH/MB-XXL)",Armarkat,Dogs,Beds & Furniture,86.25,4.4,3486,6,0.08010526315789475,46.54115789473685,0.4161148638304101,0.5056285446076645,50.562854460766445,High,1435.0
B0BHFZ8RNW,"goDog Crazy Tugs Monkey Squeaky Plush Tug Dog Toy, Chew Guard Technology - Turquoise, Large",goDog,Dogs,Toys,25.79,4.3,1999,6,0.09010360138135175,30.019516526887024,1.2673082813505603,0.5056096463854721,50.56096463854721,High,1436.0
B0C39GH2WN,"Stella & Chewy’s Freeze Dried Raw Dinner Patties – Grain Free Dog Food, Protein Rich Dandy Lamb Recipe – 25 oz Bag",Stella & Chewy's,Dogs,Food,59.99,4.6,1222,6,0.0701651940069151,14.290311179408375,0.545118950227721,0.5055004759904157,50.55004759904157,High,1437.0
B0C1WDDHSX,"Wellness CORE Grain-Free Signature Selects Wet Cat Food, Natural Pet Food Made with Real Meat (Chunky Beef & Chicken, 5.3-Ounce, Pack Of 12)",Wellness,Cats,Food,42.0,4.3,3482,3,0.05602453987730062,65.02581595092025,0.8349831395850906,0.505375939819033,50.53759398190329,High,1438.0
B0784Y384M,Surgi~Snuggly Dog Suspenders for Diapers Female OR Male Disposable Dogggie Diapers Keeper It's A Dog Diaper Holder- Wrap Around Legs for Superior Fit - Fits (XL - RED),Surgi~Snuggly,Dogs,Litter & Housebreaking,34.87,4.2,4444,2,0.03172485669619594,70.49263157894737,1.0117019679203219,0.5052513273926403,50.52513273926403,High,1439.0
B07KBFHKZM,Delectables Gourmet Crunchy Cat Treats 2.1Oz - Grilled Seafood,Hartz,Cats,Treats,,4.3,423,6,0.18848297213622292,13.288049535603715,,0.5050593021130733,50.50593021130732,High,1440.0
B09GKCM28J,"Cadet Premium Grade Pressed Beef Hide Bones 8 Inch, 6 Pack",Cadet,Dogs,Treats,23.78,4.5,929,3,0.04175582990397805,12.930388660265203,1.2934537694559654,0.5049966821100557,50.49966821100556,High,1441.0
B0BRBNLNN3,"JollyBarks Mammoth 12''-16"" Big Dog Bone, Premium Dog Chew Bones for Aggressive Chewers - Large Dog Bones for Large Dogs, Healthy Bones for Dogs Long Lasting, Natural Dog Bones, Giant Dog Bone (1 Ct)",Jolly Barks,Dogs,Treats,19.95,4.1,2197,2,0.4612121212121212,506.64151515151514,1.5814908698421364,0.5049554817214014,50.49554817214014,High,1442.0
B07CHK6LGQ,Best Bully Sticks All Natural 6 Inch Thick Bully Sticks for Large Dogs - USA Baked & Packed - 100% Free-Range Grass-Fed Beef - Single-Ingredient Grain & Rawhide Free Dog Chews - 18 Pack,Best Bully Sticks,Dogs,Treats,79.99,4.2,3444,8,0.13589285714285715,58.501875000000005,0.4276491132701661,0.5049155198647712,50.49155198647712,High,1443.0
B01KKOXG88,"Rope Dog Leash - Colofast Black - 3/4"" Diam x 5 ft Long - for Training, Hiking, and Walking - by Yellow Dog Design",Yellow Dog Design,Dogs,"Collars, Harnesses & Leashes",13.99,4.4,497,2,0.09366153846153848,23.27489230769231,1.9532980942750875,0.5049123143819931,50.491231438199314,High,1444.0
B0BL2VPXH1,"HAPEE Large Dog Xmas Sweaters, Dog Christmas Sweater for Cat, Elk Puppy Clothes",HAPEE,Dogs,Apparel & Accessories,15.99,4.3,2227,2,0.10163606010016694,113.1717529215359,2.073051675078352,0.5048081666660955,50.48081666660955,High,1445.0
B088SBHDDC,"Nature's Diet Pet Dried Whole Cream Goat Milk for use as High Protein, Hypoallergenic Digestion, Nutrition and Anti-inflammatory Powdered Instant Meal Topper (16 oz = 53 Cups or 159 Servings)",Nature's Diet,Dogs,Health Supplies,21.99,4.6,485,2,0.13899543378995435,33.70639269406393,1.2940681978145645,0.5046897237487887,50.468972374878874,High,1446.0
B0BMGWFD5R,"Birds LOVE Natural Cuttlebone for Birds - Cuttlebone for Tortoise & Snails, Bird Cuttlebone for Parakeet & All Breeds, Alternative to Calcium Block for Birds - Box of Cuttlefish Bone - 4lb, 8 Inches",Birds LOVE,Birds,Health Supplies,98.71,4.1,7335,2,0.7424390243902439,2722.8951219512196,0.3696915303124185,0.5046121814639186,50.461218146391865,High,1447.0
B018GP66ZS,"Multi Pet Lamb Chop Dog Toy, 10in [2-Pack], Small, Medium, Large Breeds",Multipet,Dogs,Toys,21.99,4.7,1343,2,0.05181276595744681,34.792272340425534,1.539609183678515,0.5045853485591998,50.45853485591998,High,1448.0
B09W6N1GZ6,"LAFEBER'S Sunny Orchard Nutri-Berries Pet Bird Food, Made with Non-GMO and Human-Grade Ingredients, for Parrots, 3 lb",LAFEBER'S,Birds,Food,35.99,4.7,2928,6,0.06923426838514027,33.78632297194845,1.0424383670489121,0.504296122577386,50.4296122577386,High,1449.0
B000OX0NQY,Zilla Reptile Terrarium Bedding Substrate Litter Cleaner Corner Scoop,Zilla,Reptiles & Amphibians,"Terrarium Bedding, Sand & Substrate",8.95,4.4,1788,3,0.0851865671641791,50.77119402985075,3.681945605300376,0.5037591218947315,50.37591218947315,High,1450.0
B0BRS7NNJV,"Wellness CORE Natural Grain Free Dry Dog Food, Puppy, 4-Pound Bag",Wellness,Dogs,Food,19.98,4.5,1454,2,0.06863585118376551,49.89826381059753,1.6402615269381964,0.5037236083777795,50.372360837777954,High,1451.0
B09B6MZDG5,"Fitwarm Will Wake Up for Birthday Cake Dog Pajamas, Dog Clothes for Small Dogs Girl Boy, Cat Apparel, Lightweight Velvet, Grey, Small",Fitwarm,Dogs,Apparel & Accessories,11.99,4.5,1939,2,0.6408421052631579,621.2964210526316,2.841283956151642,0.5037006897978101,50.37006897978101,High,1452.0
B0BG8HCXGX,"Allisandro 350 GSM Super Soft and Premium Fuzzy Flannel Fleece Pet Dog Blanket, The Cute Print Design Washable Fluffy Blanket for Puppy Cat Kitten Indoor or Outdoor, Grey, 64 x 40 Inches",Allisandro,Cats,Beds & Furniture,28.0,4.8,450,6,0.19873775843307945,14.90533188248096,1.0476801153433164,0.5035106027795763,50.35106027795763,High,1453.0
B07YBX45DS,"Blue Buffalo Basics Skin & Stomach Care Grain Free, Natural Indoor Adult Dry Cat Food, Turkey & Potato 11-lb",Blue Buffalo,Cats,Food,47.98,4.6,2882,4,0.06504273504273504,46.863290598290604,0.7637828013575791,0.503265948806204,50.3265948806204,High,1454.0
B0871C8F6W,"Indipets Heavy Duty Stainless Steel Flat Sided Pail with Hooks - 4 Quart - Lays Flat Against Dog Kennel, Crate or Fence",Indipets,Top Selection from AmazonPets,Unknown,,4.7,1606,4,0.17775182481751825,71.36735766423358,,0.5031553342699001,50.31553342699001,High,1455.0
B09MKF8WZZ,K&H Pet Products Thermal-Bowl Outdoor Heated Dog Bowl Blue 96 Ounces,K&H PET PRODUCTS,Dogs,Feeding & Watering Supplies,31.89,4.7,2338,4,0.056950420954162764,33.28752104770814,1.143309821352952,0.5031483306296155,50.31483306296155,High,1456.0
B083GBVHNV,Kaytee Fiesta Macaws Bird Food 25 lb,Kaytee,Buy $25 Save $5 on Kaytee,Food,71.62,4.6,1344,2,0.3187434554973822,214.19560209424085,0.46270715922040373,0.5029121876589877,50.29121876589877,High,1457.0
B09CYX18YF,"FUAMEY Dog Coat,Warm Dog Jacket Winter Coat Paded Dog Fleece Vest Reflective Dog Cold Weather Coats with Built in Harness Waterproof Windproof Dog Snow Jacket Clothes with Zipper Blue XXX-Large",FUAMEY,Dogs,Apparel & Accessories,43.99,4.6,2277,2,0.7424390243902439,845.2668292682927,0.8084301991914704,0.5027632033235532,50.27632033235532,High,1458.0
B07BB5GK42,Bully Max The Ultimate Canine Supplement 60 tables vet-approved for all breeds & ages 6.34 oz - Package May Vary,Bully Max,Top Selection from AmazonPets,Unknown,23.97,4.5,13324,2,0.5853846153846154,3899.832307692308,1.7829907225971302,0.5027246335297859,50.27246335297859,High,1459.0
B09JCSHMWT,"Petsmile Professional Pet Toothpaste | Cat & Dog Dental Care | Controls Plaque, Tartar, & Bad Breathe | Only VOHC Accepted Toothpaste | Teeth Cleaning Pet Supplies (London Broil, 2.5 Oz)",petsmile,Dogs,Health Supplies,15.0,4.4,479,3,0.0614949494949495,9.818693602693603,1.8109772571445681,0.5024831297231348,50.24831297231348,High,1460.0
B09791N6SF,"DFESKAH Dog Ball Toy, Interactive Dog Balls 2 PCs for Large Medium Dogs Aggressive chewers, Exercise Ball Toys for Training Dog, Molar Chew Balls(Purple & Yellow, 2 PCs)",DFESKAH,Dogs,Toys,,4.5,618,2,0.2999014778325123,92.6695566502463,,0.5023855902292702,50.23855902292702,High,1461.0
B0BDD2QNVQ,Pet Magasin Highly Absorbent Reusable Washable Pet Training Pads with Waterproof Bottom (Pack of 3) Beige Fire Hydrant Fit Standard Cage (33x20 Inch (Pack of 3)),Pet Magasin,Dogs,Litter & Housebreaking,21.49,4.4,97,5,0.34049217002237137,6.605548098434005,0.9387555563587957,0.5021606228724316,50.216062287243155,High,1462.0
B09PC6D267,Best Friends by Sheri Premium Self-Warming Ilan Microfiber Faux Fur Pet Throw Blanket 30x40 in Wheat,Best Friends by Sheri,Dogs,Beds & Furniture,14.99,4.5,932,2,0.050189612530915084,23.38835943940643,2.0528901536899964,0.501960399540683,50.196039954068304,High,1463.0
B06X9RVZQ2,"Didog Glitter Paw Print Pet ID Tags for Small Dogs and Cats,Personalized Engraving",Didog,Dogs,"Collars, Harnesses & Leashes",7.99,4.5,159,2,0.17905882352941177,14.235176470588236,2.8583582188425805,0.5019247793056358,50.192477930563584,High,1464.0
B0BVYQVGWG,"Amazon Basics Flea Topical for Large Cats (over 9 pounds), 4 Count (Previously Solimo)",Amazon Basics,Cats,Flea & Tick Control,43.18,4.2,1438,1,1.0,1438.0,0.7072986468023841,0.5018801491430355,50.188014914303544,High,1465.0
B08CB1Y42M,"Veken 100oz/3L Pet Fountain, Automatic Cat Water Fountain Dog Water Fountain with LED Lights, 3 Replacement Filters for Cats, Dogs, Multiple Pets (Teal)",Veken,Cats,Feeding & Watering Supplies,,4.2,7787,3,0.95125,2469.127916666667,,0.5017852838579893,50.17852838579893,High,1466.0
B01F3AZ5PG,"ZNFSZ Slow Feeder Dog Bowl, Non Slip Puzzle Bowl Fun Feeder Interactive Bloat Stop Dog Bowl, Eco-Friendly Non Toxic Bamboo Fiber Slow Feed Dog Bowl for Large Medium Small Dogs",Siensync,Dogs,Training & Behavior Aids,,4.4,2494,2,0.12501026694045175,155.88780287474333,,0.5017029356700315,50.17029356700316,High,1467.0
B0781V9B1Z,"Kibbles 'N Bits Bistro Oven Roasted Beef & Vegetables Dry Dog Food Bonus Bag, 50 Lb",Kibbles 'n Bits,Dogs,Food,,4.6,1194,2,0.9819354838709677,586.2154838709678,,0.501620486499607,50.1620486499607,High,1468.0
B0768FPR92,"Gooby Fashion Vest Dog Jacket - Purple, Small - Warm Zip Up Dog Bomber Vest with Dual D Ring Leash - Winter Water Resistant Small Dog Sweater - Dog Clothes for Small Dogs Boy or Medium Dogs",Gooby,Dogs,Apparel & Accessories,31.0,4.4,2377,5,0.0866742596810934,41.2049430523918,1.1034085916097807,0.5015671860229808,50.15671860229808,High,1469.0
B087GTFMMK,"Starmark Everlasting Treat, Wheat, Corn And Soy Free, Medium",Starmark,Dogs,Treats,,4.5,1997,7,0.10259027443428022,29.267539720751085,,0.5013095815858218,50.13095815858218,High,1470.0
B0BHN1YTGM,"Beirui Personalized Dog Collars - Embroidered Custom Dog Collar with Name and Phone Number - Reflective Nylon Pet Collar for Small Medium Large Dogs,Red,Neck 15-24""",Beirui,Dogs,"Collars, Harnesses & Leashes",9.99,4.5,174,2,2.0,174.0,2.3264801684340153,0.5012209633468565,50.12209633468565,High,1471.0
B08N1RXFDZ,API ALGAE EATER WAFERS Algae Wafer Fish Food 1.3-Ounce Container,API,Fish & Aquatic Pets,Food,4.69,4.6,3781,6,0.09547307893361212,60.163951907997905,8.079922803071353,0.5011688942195418,50.116889421954184,High,1472.0
B07T841PDJ,"Merry Pet Cat Washroom/Night Stand Pet House, White",Merry Pet,Cats,Litter & Housebreaking,,4.2,3549,4,0.06882984737139627,61.06928208027134,,0.501113397882639,50.1113397882639,High,1473.0
B07FSWG34C,"Pet Odor Exterminator Candle, Creamy Vanilla,13 oz",SPECIALTY PET PRODUCTS,Dogs,Litter & Housebreaking,,4.5,271,6,0.0930412633723892,4.202363728986246,,0.5010670370555349,50.10670370555349,High,1474.0
B00W4S6SFC,OneTigris Tactical Dog Training Bungee Leash with 2 Control Handle Quick Release Nylon Leads Rope(Ranger Green),OneTigris,Dogs,Training & Behavior Aids,14.38,4.7,2751,2,0.04357909806728704,59.94304939155333,2.5886224642246316,0.5010000857623002,50.10000857623002,High,1475.0
B09GX8G28G,"On2 Pets Cat Tree with Leaves Made in USA, Cat House & Cat Activity Tree, Multi-Level Cat Condo for Indoor Cats",On2 Pets,Cats,Beds & Furniture,129.99,4.2,7127,2,0.2926923076923077,1043.0090384615385,0.2866489812326541,0.5008133943569895,50.08133943569894,High,1476.0
B0BT6LD5NV,"EcoKind Pet Treats Gold Yak Dog Chews | Grade A Quality, Healthy & Safe for Dogs, Odorless, Treat for Dogs, Keeps Dogs Busy & Enjoying, Indoors & Outdoor Use (Large (Pack of 5))",EcoKind Pet Treats,Dogs,Treats,36.95,4.3,2972,2,0.12200400801603206,181.29795591182366,0.9306767344760979,0.5006227164035355,50.06227164035355,High,1477.0
B085RTLZT7,PLATO Wild Alaskan Salmon Oil Kibble Topper - Boost Dog Food with Omega 3 & 6 Fatty Acids - For Healthy Skin & Coat - 32 ounces,PLATO,Dogs,Health Supplies,44.93,4.4,687,4,0.05303135888501743,9.108135888501742,0.639854682548558,0.5004900971775732,50.04900971775732,High,1478.0
B091M23WJS,"Platinum Pets Olympic Single Diner Feeder with Stainless Steel Dog Bowl, Medium, Silver Vein",Platinum Pets,Dogs,Feeding & Watering Supplies,21.1,4.3,224,2,0.6088,68.18560000000001,1.103755058269147,0.5004252217383346,50.04252217383346,High,1479.0
B07TXRKXNQ,"Milo'S Kitchen Steak Grillers Beef Recipe With Angus Steak Dog Treats, 3-Ounce, 12-Pack",Milo's Kitchen,Dogs,Treats,,4.6,1217,4,0.12176,37.04548,,0.5003964882406398,50.039648824063974,High,1480.0
B08PBMBXRX,"Conlun Cat Litter Mat Cat Litter Trapping Mat, Honeycomb Double Layer Design, Urine and Water Proof Material, Scatter Control, Less Waste，Easier to Clean,Washable",Polarduck,Cats,Litter & Housebreaking,12.69,4.2,13857,2,1.4848780487804878,10287.97756097561,3.15632745793434,0.5002311541768443,50.02311541768443,High,1481.0
B096F8PLCH,"Comfort Zone Multi Cat Calming Diffuser Starter Kit: 1 Diffuser & 2 Refills; Pheromones to Reduce Cat Fighting, Spraying & Scratching",Comfort Zone,Cats,Health Supplies,32.94,3.9,5421,3,0.12630705394190872,228.23684647302906,1.018004192994189,0.5001562273696778,50.01562273696778,High,1482.0
B076PRJ27Y,"PLS Birdsong Paradise Bolster Large Dog Bed with Pillow (Large, 27Wx35L), Dog Beds for Large Dogs, Completely Removable Cover with Zipper, Machine Washable, for Large Dogs and Pets",PLS Pet,Dogs,Beds & Furniture,54.9,4.2,198,3,0.10668224299065421,7.041028037383178,0.404952281672912,0.5000779581083117,50.00779581083117,High,1483.0
B07P1L57HS,Top Chews Chicken Jerky 48Oz,Top Chews,Dogs,Treats,39.99,4.5,1029,4,0.13680898876404493,35.19411235955056,0.7806429948863858,0.500073569062235,50.0073569062235,High,1484.0
