brand,product_count,avg_price,median_price,avg_rating,total_rating_number,total_review_count,avg_review_rating,avg_verified_purchase_ratio,animal_types_count,product_types_count,demand_proxy,brand_strength_score
ORDORA,1,24.99,24.99,4.4,18361,6,4.166666666666667,1.0,1,1,18361,43.19936979909605
Old Mother Hubbard,8,9.734,7.99,4.4,18330,39,4.4325,0.87,1,1,18330,43.19193513676521
Idepet,3,11.089999999999998,9.99,4.1000000000000005,18292,14,3.111111111111111,1.0,1,1,18292,40.23852238316432
Vital Essentials,6,21.732,17.99,4.466666666666667,18252,18,4.055555555555556,0.4444444444444444,2,2,18252,43.82731178981377
MIXJOY,2,18.14,18.14,4.5,18214,5,4.625,1.0,1,1,18214,44.145003192491984
ARK NATURALS,3,17.04,17.04,4.433333333333334,18183,10,4.166666666666667,0.625,2,1,18183,43.483451653860214
Y YHY,1,11.59,11.59,4.4,18135,3,3.0,1.0,1,1,18135,43.14487844562441
Pawstruck,6,170.98200000000003,33.26,4.333333333333333,18120,16,4.05,1.0,1,1,18120,42.487582651419345
TOMLYN,4,11.09,11.09,4.125,18070,15,4.175,0.725,2,1,18070,40.43351285489243
All Four Paws,1,44.54,44.54,4.3,18014,11,3.8181818181818183,1.0,1,1,18014,42.13552809968343
Love's cabin,3,29.99,29.99,4.533333333333333,18002,3,5.0,0.6666666666666666,2,1,18002,44.418931393114555
Luciphia,3,18.99,22.99,4.466666666666667,17918,9,4.3999999999999995,1.0,2,1,17918,43.74482207025519
ORIJEN,6,69.545,69.545,4.283333333333333,17902,13,4.072222222222222,0.7166666666666667,2,1,17902,41.94549931527795
YMCCOOL,2,6.99,6.99,4.1,17849,5,4.875,1.0,1,1,17849,40.13801102755191
IDEAL PET PRODUCTS SINCE 1979,5,66.8775,56.66,4.5,17808,12,3.066666666666667,1.0,2,2,17808,44.043566519142026
Kurgo,5,31.022000000000002,33.63,4.4,17789,12,3.95,0.8,2,3,17789,43.060123834903486
Mile High Life,5,10.534,7.99,4.48,17737,9,4.6,0.8,1,1,17737,43.829921004515064
Starmark,5,15.463333333333333,16.99,4.5,17601,18,4.032380952380953,0.8714285714285713,1,2,17601,43.99095514920191
WePet,3,15.99,13.99,4.566666666666666,17517,8,4.766666666666667,1.0,2,2,17517,44.62082785910186
TOOGE,1,16.99,16.99,4.1,17392,4,3.5,0.5,1,1,17392,40.03167473217343
Parkland Pet,1,44.99,44.99,4.4,17375,8,4.75,1.0,1,1,17375,42.956518980028115
HDE,2,23.49,23.49,4.5,17176,7,4.583333333333334,1.0,1,1,17176,43.88096951386662
KOOLTAIL,4,12.24,12.99,4.375,17117,8,4.4375,0.75,1,2,17117,42.647000464431805
DIAMOND NATURALS,2,34.99,34.99,4.65,17077,6,3.5,0.875,1,1,17077,45.31679059477412
Dociote,4,18.84,17.99,4.1,17054,5,3.75,0.625,1,2,17054,39.95121464889626
Beneful,8,35.13333333333333,20.72,4.575,17029,32,4.602083333333333,0.76875,2,2,17029,44.57299786447956
Zilla,5,14.9475,10.969999999999999,4.0200000000000005,16728,13,3.9333333333333336,1.0,2,5,16728,39.09409405771175
Unique style paws,3,16.19,15.99,4.7,16673,4,4.0,1.0,1,1,16673,45.69154772516163
Fluker's,5,8.03,6.09,4.38,16657,5,4.8,1.0,2,3,16657,42.576428868969344
Comfort Zone,5,34.973333333333336,34.99,3.96,16624,10,4.166666666666666,0.5,2,1,16624,38.485904947475255
Petlinks,5,8.6825,6.720000000000001,4.0200000000000005,16502,14,3.9,0.875,1,2,16502,39.03941579540515
YiXiEr,2,17.89,17.89,4.75,16495,3,4.75,1.0,2,2,16495,46.12664772971952
Beyond,5,21.78,21.78,4.46,16395,39,4.085555555555556,0.3288888888888889,2,1,16395,43.28337536004406
Queenmore,7,23.847142857142853,23.99,4.5285714285714285,15920,11,4.6190476190476195,1.0,1,1,15920,43.81571405806048
LOOBANI,2,34.49,34.49,4.2,15813,6,2.7,1.0,1,2,15813,40.60833379104967
Tikaton,1,17.99,17.99,4.3,15813,5,4.8,1.0,1,1,15813,41.57519888131275
Sheba,3,29.85,29.85,4.6,15747,46,4.709876543209877,0.7469135802469135,1,2,15747,44.45655579949268
Milo's Kitchen,2,12.98,12.98,4.65,15534,26,3.9431818181818183,0.875,1,1,15534,44.876456321496235
PETLIBRO,2,41.99,41.99,4.1,15490,2,5.0,1.0,1,1,15490,39.556859405336084
Burt's Bees,5,12.8825,11.435,4.2,15474,9,3.3,0.9,2,2,15474,40.51732060972174
Brindle,3,34.99666666666667,37.99,4.5,15332,11,4.305555555555556,1.0,1,1,15332,43.36993191346375
SparklyPets,1,21.95,21.95,4.3,15292,3,3.3333333333333335,1.0,1,1,15292,41.43114709129693
Purina Cat Chow,2,29.16,29.16,4.699999999999999,15212,5,4.833333333333334,0.75,1,1,15212,45.2605563409767
Explore Land,2,24.99,24.99,4.35,15185,2,4.0,1.0,2,2,15185,41.88236214951333
PUPPBUDD,2,45.99,45.99,3.8,15185,5,2.75,1.0,1,1,15185,36.586891073138084
EARTH ANIMAL,2,10.99,10.99,4.6,15152,4,2.6666666666666665,1.0,1,1,15152,44.27938753122634
Best Bully Sticks,5,36.089999999999996,24.49,4.2,15125,20,4.55,0.5527777777777778,1,1,15125,40.421515664947094
MFOX,1,45.99,45.99,4.2,15077,4,4.5,1.0,1,1,15077,40.40816642844092
PureBites,4,16.595,12.945,4.45,15076,12,3.854166666666667,1.0,2,1,15076,42.813119288366195
Cadet,6,17.901666666666667,15.125,4.45,15003,30,4.2,0.6555555555555556,1,1,15003,42.79152089484791
Wellness Natural Pet Food,5,42.68,42.68,4.12,14784,22,3.8866666666666667,0.9800000000000001,2,2,14784,39.5576379410207
Pupford,2,25.990000000000002,25.990000000000002,4.4,14639,5,3.75,1.0,1,1,14639,42.20265626506733
EC.TEAK,2,15.489999999999998,15.489999999999998,4.15,14597,2,3.5,1.0,1,1,14597,39.79285521984805
LOLLIMEOW,2,29.990000000000002,29.990000000000002,4.65,14492,2,4.5,1.0,1,1,14492,44.55360789748471
Squishface,1,31.99,31.99,4.4,14303,2,3.0,1.0,1,1,14303,42.10049578861851
SENTRY PET CARE,4,27.2,26.950000000000003,4.075,14225,14,3.3333333333333335,1.0,2,2,14225,38.968518212820854
Bernie's,1,46.99,46.99,4.4,14106,4,3.25,0.75,1,1,14106,42.03947619112781
Lixit,6,21.02,12.48,4.2,14096,12,3.5,0.9166666666666666,3,1,14096,40.125612608637894
Super Design,3,11.99,11.99,4.366666666666667,14084,7,4.333333333333333,1.0,2,1,14084,41.71418013735574
Zack & Zoey,6,16.231666666666666,17.435,4.316666666666666,14020,15,4.294444444444444,1.0,1,2,14020,41.21687790904621
F-color,2,34.99,34.99,4.6,13876,4,4.75,0.75,1,1,13876,43.87474513290665
GAUTERF,1,9.96,9.96,4.1,13862,6,4.333333333333333,1.0,1,1,13862,39.10161266810734
Polarduck,1,12.69,12.69,4.2,13857,2,5.0,1.0,1,1,13857,40.05379544118677
Copatchy,1,12.95,12.95,4.4,13820,4,3.25,1.0,1,1,13820,41.949355595857725
Zuke's,4,13.98,13.98,4.5,13665,22,4.65719696969697,0.8731060606060606,1,1,13665,42.85199823903326
XSY&G,1,25.99,25.99,4.3,13659,2,4.5,1.0,1,1,13659,40.94557667243656
Pawtitas,4,11.067499999999999,10.219999999999999,4.6,13592,5,4.25,1.0,2,1,13592,43.77962707334214
COOYOO,1,15.55,15.55,4.6,13587,4,4.25,0.25,1,1,13587,43.77793471469018
Dog Gone Smart Pet Products,1,67.59,67.59,4.7,13584,6,4.666666666666667,1.0,1,1,13584,44.72859115274411
DroolingDog,12,12.626363636363635,10.99,4.358333333333333,13570,16,4.25,0.9583333333333334,1,1,13570,41.47255084340464
Chai's Choice,4,20.21,20.95,4.525,13536,12,4.5,1.0,1,1,13536,43.04714835174069
NACOCO,10,12.59,11.49,4.3,13523,11,4.0,1.0,1,1,13523,40.90255100445944
OUT!,2,16.31,16.31,4.3,13497,9,4.25,0.8333333333333333,2,1,13497,40.89427626280441
TRUE LOVE,5,18.810000000000002,19.89,4.46,13474,7,4.7,0.9,1,1,13474,42.408317625166305
nononfish,3,23.99,23.99,4.066666666666666,13466,4,3.6666666666666665,1.0,1,1,13466,38.66585661163017
Bully Max,2,39.980000000000004,39.980000000000004,4.5,13413,3,4.75,0.25,2,1,13413,42.76824397496857
Birds LOVE,6,72.67333333333333,63.67,4.266666666666667,13377,12,3.65,0.8333333333333334,1,5,13377,40.53916520822764
BestPet,5,45.99,45.99,4.14,13371,6,4.8,1.0,2,4,13371,39.33380154481555
long rich,1,19.99,19.99,4.6,13308,6,4.666666666666667,1.0,1,1,13308,43.68250057459815
H&H Pets,2,6.74,6.74,4.35,13291,3,4.75,1.0,2,2,13291,41.302891688214004
ALBCORP,2,15.7,15.7,4.6,13288,6,4.666666666666666,1.0,1,1,13288,43.67558275992493
Ultrapet,1,14.99,14.99,4.1,13283,9,3.2222222222222223,0.7777777777777778,1,1,13283,38.926693888236215
Armarkat,4,101.78666666666668,86.25,4.375,13128,19,4.697916666666667,0.71875,2,1,13128,41.48628226283673
American Kennel Club,4,34.99,34.99,4.025,12996,6,4.916666666666667,1.0,2,2,12996,38.126707208340896
Sheba Wet Food,2,28.32,28.32,4.449999999999999,12983,10,4.722222222222222,0.8333333333333333,1,1,12983,42.148055335915195
CHBORLESS,1,10.99,10.99,4.3,12980,5,3.2,0.8,1,1,12980,40.726340724239876
JASGOOD,2,11.49,11.49,4.65,12970,5,4.25,1.0,1,1,12970,44.037691895334135
SILD,4,12.459999999999999,12.469999999999999,4.4,12942,5,4.25,1.0,1,1,12942,41.66056567394673
BODISEINT,1,17.99,17.99,4.6,12925,3,5.0,1.0,1,1,12925,43.54818190278506
9Lives,3,15.294999999999998,15.294999999999998,4.533333333333333,12878,12,3.4583333333333335,1.0,1,1,12878,42.900535217913436
Cosyearn,1,20.39,20.39,4.6,12826,6,4.166666666666667,1.0,1,1,12826,43.5128149751793
Pet Craft Supply,12,18.19666666666667,18.6,4.158333333333333,12820,33,4.151388888888889,0.1111111111111111,2,3,12820,39.33300854621498
Ruff 'n Ruffus,2,21.47,21.47,4.6,12809,4,4.333333333333333,1.0,1,2,12809,43.50671441649759
Alfie,3,21.99,23.99,4.333333333333333,12796,5,3.888888888888889,1.0,1,3,12796,40.980186205562916
Utotol,2,54.989999999999995,54.989999999999995,4.1,12751,2,5.0,1.0,1,2,12751,38.759117944222986
Katoggy,2,11.99,11.99,4.35,12676,14,4.1875,0.20833333333333331,1,2,12676,41.09681904018346
Caldwell's Pet Supply Co.,1,11.99,11.99,4.6,12592,7,4.857142857142857,1.0,1,1,12592,43.42812336182689
Purina Tidy Cats,3,26.835,26.835,4.6000000000000005,12557,10,4.422222222222222,0.4222222222222222,1,1,12557,43.415320681700656
ESK Collection,1,55.99,55.99,4.5,12554,8,4.625,1.0,1,1,12554,42.47043422216258
Howstar,5,3.678,3.68,4.0600000000000005,12463,7,3.8,1.0,1,2,12463,38.288235058528755
lionet paws,2,16.49,16.49,4.75,12440,4,3.5,1.0,1,1,12440,44.78657555734383
STARROAD-TIM,2,15.489999999999998,15.489999999999998,3.95,12425,2,3.0,1.0,2,2,12425,37.23880800596338
HomeoPet,2,14.99,14.99,4.25,12376,2,2.5,1.0,2,1,12376,40.050279559795094
Crazy Dog,2,25.895,25.895,4.75,12338,5,4.375,1.0,1,1,12338,44.74747122026804
Nocciola,2,12.49,12.49,4.4,12272,10,4.888888888888889,0.9444444444444444,1,1,12272,41.42669082902904
Merrick,9,23.5775,20.985,4.300000000000001,11956,20,4.0092592592592595,0.9074074074074073,2,2,11956,40.3730102876542
Suitical,2,34.03,34.03,4.3,11906,2,4.5,1.0,1,2,11906,40.354991488240046
Whimzees,4,11.49,11.49,4.6,11897,6,4.25,0.75,1,1,11897,43.16697774964011
Go Pet Club,5,82.262,89.0,4.5200000000000005,11884,14,4.4799999999999995,0.96,2,3,11884,42.41130635667021
Amakunft,2,15.09,15.09,4.3,11819,4,5.0,1.0,2,2,11819,40.32345765112838
KRUZ PET,9,18.73888888888889,17.99,4.277777777777778,11802,29,4.138888888888889,0.30092592592592593,1,2,11802,40.10891078822435
juxzh,1,26.89,26.89,4.5,11799,5,4.8,1.0,1,1,11799,42.191346647041904
AoLove,3,9.723333333333334,9.59,4.433333333333334,11735,7,4.75,1.0,1,1,11735,41.54217901788116
Dingo,10,63.875,55.685,4.59,11611,39,4.218421052631578,0.6947368421052632,2,1,11611,42.961455952413345
Small Pet Select,3,29.656666666666666,34.99,4.366666666666667,11600,13,4.121212121212121,0.9696969696969697,1,1,11600,40.866963400535944
TAIDA,2,6.79,6.79,4.4,11583,4,4.666666666666666,1.0,1,2,11583,41.17247250435219
Dog Karma,2,9.49,9.49,4.75,11570,8,5.0,0.5,1,1,11570,44.442221922662604
Dotoner,1,29.99,29.99,4.1,11467,2,4.0,1.0,1,1,11467,38.323994890713365
OutdoorMaster,1,9.99,9.99,4.7,11437,3,4.666666666666667,1.0,1,1,11437,43.92007319503373
KSIIA,3,34.656666666666666,39.99,4.466666666666667,11388,5,4.333333333333333,0.5,1,1,11388,41.72046787802544
IREENUO,2,14.489999999999998,14.489999999999998,4.1,11380,3,4.0,1.0,1,2,11380,38.29277236685575
MIDOG,1,15.99,15.99,4.1,11361,1,5.0,1.0,1,1,11361,38.28592190577999
Pet Factory,3,20.513333333333335,16.5,4.366666666666667,11356,11,4.238095238095238,0.8888888888888888,1,1,11356,40.774141134960196
Embark Pets,2,23.990000000000002,23.990000000000002,4.6,11325,3,4.75,1.0,1,1,11325,42.940338734699246
Feeko,1,16.99,16.99,4.6,11206,2,5.0,1.0,1,1,11206,42.89175176543933
Adams,2,12.435,12.435,4.25,11149,3,2.5,0.5,1,1,11149,39.606577801775124
IN HAND,2,14.49,14.49,3.85,11140,2,4.0,1.0,2,2,11140,35.87579101282837
Comsmart,1,25.99,25.99,4.4,11136,3,5.0,1.0,1,1,11136,40.99932398052964
Halo Purely For Pets,8,29.673333333333332,31.24,4.3375,11092,21,3.4020833333333336,0.6270833333333333,2,2,11092,40.39977670669143
Naturally Fresh,1,,,4.4,11083,9,4.444444444444445,1.0,1,1,11083,40.97833478632463
Rachael Ray Nutrish,9,12.715,12.715,4.466666666666667,11062,20,4.2592592592592595,0.6203703703703705,2,1,11062,41.59074797095594
PetHonesty,3,20.323333333333334,20.99,4.1000000000000005,11031,3,4.0,0.6666666666666666,2,3,11031,38.165077219839866
XiaZ,1,6.88,6.88,4.4,10945,6,4.333333333333333,0.6666666666666666,1,1,10945,40.923209235497
LEGEND SANDY,1,20.98,20.98,4.3,10930,4,4.5,0.75,1,1,10930,39.9872396936635
Vétoquinol,4,22.99,22.99,4.625,10895,11,4.875,1.0,1,2,10895,42.99469850630048
I AND LOVE AND YOU,5,15.357999999999999,16.28,4.3,10887,27,4.014285714285714,0.5157142857142858,2,2,10887,39.970291140624596
WONDER MIRACLE,1,13.98,13.98,4.2,10844,7,3.857142857142857,1.0,1,1,10844,39.024129577696094
Rypet,4,12.115,11.74,4.05,10830,5,4.5,1.0,4,3,10830,37.625179070934735
Laifug,3,42.989999999999995,42.989999999999995,4.566666666666666,10773,7,3.4,1.0,2,2,10773,42.40100270479819
iPrimio,3,27.656666666666666,29.99,4.533333333333333,10706,6,4.444444444444444,1.0,2,3,10706,42.06322698845082
AMAGOOD,1,6.94,6.94,4.5,10692,2,5.0,1.0,1,1,10692,41.74805070340496
SGODA,2,23.92,23.92,4.35,10635,4,4.5,1.0,1,1,10635,40.33319892277866
Pioneer Pet,2,14.315000000000001,14.315000000000001,3.8499999999999996,10631,7,3.85,0.75,1,2,10631,35.69575086151336
MIGOHI,2,30.99,30.99,4.35,10615,5,4.083333333333333,0.5833333333333333,1,1,10615,40.32501145565239
Leash Boss,3,24.626666666666665,28.98,4.6000000000000005,10604,6,5.0,1.0,1,2,10604,42.63777198819441
Solid Gold,7,65.3,59.175,4.414285714285714,10591,22,4.198412698412699,0.4206349206349206,2,2,10591,40.91095674223754
Pet Union,1,16.99,16.99,3.9,10528,2,3.0,0.5,1,1,10528,36.121365672041364
HONEY CARE,1,19.99,19.99,4.5,10512,6,4.166666666666667,0.8333333333333334,1,1,10512,41.671655395091236
SPORT PET,3,25.996666666666666,26.22,4.333333333333333,10483,3,3.0,1.0,2,3,10483,40.116290779254285
IDOMIK,2,23.95,23.95,4.1,10470,4,3.5,0.5,1,2,10470,37.951095722178586
EZwhelp,1,10.49,10.49,4.7,10458,6,4.333333333333333,1.0,1,1,10458,43.499525214545066
Sporn,2,29.979999999999997,29.979999999999997,4.300000000000001,10414,10,4.722222222222222,0.8888888888888888,1,1,10414,39.77931012088882
CANIDAE,5,34.973333333333336,26.45,4.26,10404,14,3.5266666666666664,0.39333333333333337,2,2,10404,39.40517780740615
Dogit,2,15.99,15.99,4.45,10391,12,4.25,1.0,1,1,10391,41.157122434659435
Planet Dog,3,20.99,20.99,4.0,10381,8,2.277777777777778,0.9444444444444445,1,1,10381,36.9913152655487
Rest-Eazzzy,1,6.99,6.99,4.7,10380,2,5.0,1.0,1,1,10380,43.46434270860826
Leekalos,2,20.99,20.99,4.5,10187,5,5.0,0.875,1,1,10187,41.53034626244707
VetIQ,1,13.75,13.75,4.2,10152,8,4.75,0.75,1,1,10152,38.74720293066514
EMUST,5,27.99,28.490000000000002,4.32,10129,7,4.5,0.7,2,3,10129,39.844468500088595
A Freschi srl,2,13.99,13.99,4.35,10109,18,4.411764705882353,0.9705882352941176,1,1,10109,40.11256935726315
ZONI PETS,1,13.99,13.99,4.1,10094,2,3.5,1.0,1,1,10094,37.80116167606244
NECOICHI,3,17.23,16.99,4.566666666666666,10082,5,5.0,1.0,1,3,10082,42.09830126486234
WESTERN HOME WH,2,27.49,27.49,4.5,10069,3,5.0,1.0,2,1,10069,41.47792193570673
Purina Beggin',1,,,4.8,10062,14,5.0,1.0,1,1,10062,44.23977892768
Python,1,8.19,8.19,4.5,9991,6,4.5,1.0,1,1,9991,41.442930233124365
BinetGo,1,26.99,26.99,4.4,9959,2,5.0,1.0,1,1,9959,40.507862342546034
morpilot,1,29.99,29.99,4.6,9950,1,5.0,1.0,1,1,9950,42.34497030702975
Goughnuts,2,38.95,38.95,4.4,9914,14,3.111111111111111,0.8444444444444444,1,1,9914,40.48793778019714
furrybaby,2,18.99,18.99,4.4,9914,4,4.333333333333333,1.0,2,2,9914,40.48793778019714
Prevue Pet Products,6,83.16833333333334,18.73,4.3,9886,8,3.8333333333333335,1.0,2,3,9886,39.55559698015767
Fluval,9,40.345555555555556,29.38,4.611111111111111,9863,15,4.814814814814815,0.7407407407407407,1,6,9863,42.40676137344816
YAODHAOD,3,9.323333333333332,9.99,3.8333333333333335,9853,4,3.0,1.0,1,1,9853,35.24992551523165
BRUTUS & BARNABY,3,30.319999999999997,28.99,4.133333333333333,9806,10,4.833333333333333,1.0,1,2,9806,37.98885367428825
Purina Prime Bones,1,15.19,15.19,4.5,9795,23,4.521739130434782,0.391304347826087,1,1,9795,41.353782381324265
SAVFOX,1,14.99,14.99,4.6,9788,2,4.5,0.5,1,0,9788,42.269467092202575
RIOGOO,1,39.99,39.99,4.4,9715,7,4.285714285714286,1.0,1,1,9715,40.39872887653708
iBuddy,2,23.990000000000002,23.990000000000002,4.6,9713,3,5.0,1.0,1,2,9713,42.23408774536617
Logical Leather,2,17.74,17.74,4.300000000000001,9695,7,4.666666666666666,0.9166666666666667,1,2,9695,39.47171544572912
Platinum Pets,6,24.2875,22.605,4.233333333333333,9691,10,4.416666666666667,1.0,2,2,9691,38.858004080197496
Farmland Traditions,2,23.995,23.995,4.65,9576,14,4.875,1.0,1,1,9576,42.62710646327554
PETSLA,1,12.99,12.99,4.4,9576,4,4.0,1.0,1,1,9576,40.33532654589513
Texsens,1,21.24,21.24,4.7,9553,3,3.6666666666666665,0.6666666666666666,1,1,9553,43.07416141156457
Bil-Jac,3,27.706666666666667,29.91,4.8,9550,12,4.291666666666667,1.0,1,1,9550,43.98912547216674
PetFusion,8,35.333333333333336,35.775,4.5625,9506,14,4.854166666666667,1.0,2,4,9506,41.79151289563807
Boxiecat,2,33.49,33.49,4.15,9483,6,4.375,0.5,1,1,9483,38.003050005818984
ASPCA,2,21.99,21.99,4.1,9453,4,5.0,1.0,2,1,9453,37.53219216654804
BarksBar,1,43.95,43.95,4.4,9421,6,4.5,1.0,1,1,9421,40.26353170074394
Lynxking,1,11.99,11.99,4.6,9418,2,4.0,1.0,1,1,9418,42.092227342184955
YIZHI MIAOW,1,15.99,15.99,4.3,9360,1,2.0,1.0,1,1,9360,39.320521825898496
zetpo,1,7.99,7.99,4.1,9256,1,1.0,1.0,1,1,9256,37.445854734375565
HuggleHounds,1,16.99,16.99,4.1,9170,3,4.666666666666667,1.0,1,1,9170,37.40758660329167
Health Extension,4,37.2375,31.490000000000002,4.675,9123,4,4.25,0.75,1,2,9123,42.629752252415
Paws & Pals,3,37.31333333333334,23.98,4.3,9114,9,4.055555555555556,1.0,1,3,9114,39.206009754584876
CLOUDZONE,2,45.67,45.67,4.0,9094,5,4.083333333333334,0.41666666666666663,1,1,9094,36.46192036380889
Xqpetlihai,1,23.99,23.99,4.4,9080,1,5.0,1.0,1,1,9080,40.101334229835246
ZNFSZ,2,19.99,19.99,4.4,9076,8,4.928571428571429,0.5,1,2,9076,40.09939569031716
Bullibone,1,16.99,16.99,4.3,9069,2,4.5,1.0,1,1,9069,39.18472843536948
Charlee Bear,1,4.31,4.31,4.7,9066,22,4.363636363636363,0.9545454545454546,1,1,9066,42.82826461993646
MIGHTY MONKEY,2,15.49,15.49,4.6,9011,4,5.0,1.0,1,2,9011,41.88903658713982
Protex PawZ,1,19.0,19.0,3.6,8987,2,4.5,1.0,1,1,8987,32.773124279898795
Aring pet,5,16.552,16.99,4.6,8979,5,3.2,1.0,1,2,8979,41.87267374196273
Highwave,1,19.95,19.95,4.4,8973,3,4.333333333333333,1.0,1,1,8973,40.04918186075808
Kitty City,3,30.0,35.99,4.3999999999999995,8936,6,4.388888888888889,1.0,1,1,8936,40.03100306207812
Bocce's Bakery,3,6.5,6.5,4.633333333333334,8926,4,4.833333333333333,0.6666666666666666,1,1,8926,42.14867194313104
HiCaptain,1,36.99,36.99,4.6,8885,1,5.0,1.0,1,1,8885,41.824268504080926
Petest,2,22.424999999999997,22.424999999999997,4.35,8883,8,4.714285714285714,0.5,2,2,8883,39.550231254812275
PETNF,2,39.44,39.44,4.2,8878,3,4.0,1.0,1,2,8878,38.18406571153577
SportDOG Brand,3,224.95,224.95,4.6000000000000005,8877,6,3.1666666666666665,0.6666666666666666,1,1,8877,41.820125292812314
FAIRWIN,2,18.99,18.99,4.5,8869,6,3.625,1.0,1,2,8869,40.90693533886632
Snug,1,13.99,13.99,4.4,8862,9,4.444444444444445,0.7777777777777778,1,1,8862,39.99441858164895
M&MKPET,1,13.99,13.99,4.7,8833,2,5.0,1.0,1,1,8833,42.70590700313542
Big Barker,1,239.95,239.95,4.7,8813,4,5.0,0.5,1,1,8813,42.69525423338908
petisfam,2,37.99,37.99,4.65,8791,3,5.0,1.0,1,2,8791,42.22942835678808
Fashion's Talk,1,11.39,11.39,4.6,8786,5,4.6,1.0,1,1,8786,41.77273172328087
K9King,1,10.25,10.25,4.7,8639,6,5.0,1.0,1,1,8639,42.60154195045108
PetBonus,2,8.99,8.99,4.7,8634,7,4.75,0.6666666666666666,2,1,8634,42.59882125572967
Cosequin,1,12.49,12.49,4.4,8612,2,5.0,1.0,1,1,8612,39.868523062672374
Primens,1,33.99,33.99,4.3,8605,1,5.0,1.0,1,1,8605,38.95892412761374
MUMUPET,2,17.99,17.99,4.300000000000001,8589,3,4.25,1.0,1,1,8589,38.9509222644067
Educator,1,199.99,199.99,4.6,8515,1,3.0,1.0,1,1,8515,41.628629319661506
JanYoo,4,20.49,20.49,4.45,8487,9,4.625,0.0625,1,2,8487,40.2565186273075
SUNNYTEX,3,32.32333333333333,34.99,4.366666666666666,8467,6,3.4166666666666665,1.0,1,1,8467,39.492350060845766
Gigwi,3,20.656666666666666,21.99,4.066666666666666,8463,4,3.1666666666666665,1.0,2,1,8463,36.77721375999886
Petrainer,3,36.99,36.99,4.0,8428,4,4.0,1.0,2,1,8428,36.15773367998993
Cymiler,1,22.99,22.99,4.3,8418,3,4.333333333333333,1.0,1,1,8418,38.864459241951955
GoCat,4,10.98,10.934999999999999,4.55,8394,17,3.6333333333333333,1.0,1,1,8394,41.11103164127797
Franklin Sports,5,13.835,12.99,4.359999999999999,8345,11,4.2666666666666675,0.2,1,4,8345,39.368784202620525
GENORTH,1,23.99,23.99,4.4,8300,3,4.333333333333333,1.0,1,1,8300,39.706177581202155
FuzzBall,1,42.99,42.99,4.4,8241,2,4.5,1.0,1,1,8241,39.674792572354555
WAYIMPRESS,2,23.865,23.865,4.5,8237,4,5.0,1.0,1,1,8237,40.57430793748212
ELOPAW,1,29.99,29.99,4.0,8184,2,5.0,1.0,1,1,8184,36.04023395922094
BZONZOON,1,9.89,9.89,4.2,8171,2,3.5,1.0,1,1,8171,37.835569614937555
AMZNOVA,2,13.99,13.99,4.3,8134,4,4.333333333333334,1.0,2,2,8134,38.71690338450849
Tangpan,2,10.135,10.135,4.15,8134,3,4.5,1.0,1,1,8134,37.366313731560524
DYBEN,1,6.98,6.98,4.6,8114,2,4.5,1.0,1,1,8114,41.40675960776397
IVIA PET,1,8.99,8.99,4.8,8077,4,5.0,1.0,1,1,8077,43.18511806139212
Cullaby,1,,,3.7,8038,3,3.6666666666666665,1.0,1,1,8038,33.27062191241345
Illumifun,1,11.92,11.92,4.5,7960,2,5.0,1.0,1,1,7960,40.4203945458986
Miracle Care,3,12.469999999999999,12.469999999999999,4.366666666666666,7951,13,4.625,1.0,2,2,7951,39.21781386773565
Tick Twister,1,6.99,6.99,4.6,7944,3,4.333333333333333,1.0,1,1,7944,41.30937116326575
IMMCUTE,1,17.99,17.99,4.5,7928,2,4.5,1.0,1,1,7928,40.40226991472579
VALFRID,1,14.65,14.65,3.7,7901,1,2.0,1.0,1,1,7901,33.20702333259395
Mycicy,2,17.99,17.99,4.550000000000001,7896,3,3.0,0.5,1,1,7896,40.832783898714
Wonder Creature,1,7.99,7.99,4.7,7859,2,4.5,1.0,1,1,7859,42.156846861489285
MIHIKK,2,30.99,30.99,4.4,7846,3,4.0,0.75,1,1,7846,39.45870091736088
Surgi~Snuggly,2,34.894999999999996,34.894999999999996,4.25,7822,5,4.25,1.0,1,2,7822,38.10049941466159
LumoLeaf,1,17.22,17.22,4.4,7801,3,4.666666666666667,1.0,1,1,7801,39.43339571629305
Friends Forever,4,76.33333333333333,34.44,4.6,7751,6,4.75,0.5,2,1,7751,41.19624830642477
Dr. Elsey's,2,31.99,31.99,4.5,7746,8,4.916666666666666,1.0,1,1,7746,40.29777427784356
EUKANUBA,7,52.989999999999995,49.99,4.585714285714286,7707,16,4.380952380952381,0.2761904761904762,1,2,7707,41.04220719257853
Hcpet,3,30.99,28.99,3.9333333333333336,7679,3,4.0,1.0,1,1,7679,35.18907431615742
Kibbles 'n Bits,2,,,4.6,7678,6,4.75,1.0,1,1,7678,41.1527252029205
Kritter Planet,2,21.99,21.99,4.65,7618,3,5.0,1.0,1,1,7618,41.5635618900995
Rmolitty,2,12.99,12.99,4.2,7607,2,3.5,0.5,1,1,7607,37.535213537745946
Brellavi,1,21.99,21.99,3.8,7572,4,4.75,1.0,1,1,7572,33.94290936263253
Beebiepet,1,12.99,12.99,4.6,7545,1,5.0,1.0,1,1,7545,41.072355342411576
Dentalife,2,10.58,10.58,4.65,7482,30,4.424107142857142,1.0,1,1,7482,41.47980912937367
Panther Armor,1,24.99,24.99,4.4,7412,2,3.0,1.0,1,1,7412,39.20835817648957
