brand,product_type,product_count,avg_price,avg_rating,total_rating_number,total_review_count,demand_proxy
Carolina Pet,Beds & Furniture,1,14.99,4.2,491,1,491
Casfuy,Grooming,2,31.240000000000002,4.6,84833,22,84833
Cashel,Health Supplies,1,34.99,4.8,1875,1,1875
Casper,Beds & Furniture,1,,4.4,2069,1,2069
Castor & Pollux,Food,5,25.98,4.3,5318,7,5318
Casual Canine,Apparel & Accessories,2,20.97,4.2,2197,3,2197
Casual Canine,"Collars, Harnesses & Leashes",2,8.67,4.3,340,2,340
Casual Home,"Crates, Houses & Pens",1,130.99,4.2,6121,2,6121
Cat Amazing,Toys,1,15.94,4.0,6621,2,6621
Cat Dancer Products,Toys,1,12.99,4.6,7252,10,7252
Cat Magic,Litter & Housebreaking,1,39.99,3.4,35,1,35
Cat Mate,Feeding & Watering Supplies,1,27.99,4.4,6464,7,6464
Cat Scratch Guard,Beds & Furniture,1,,4.1,920,1,920
Cat's Pride,Litter & Housebreaking,2,10.57,4.45,25811,43,25811
Cat-Man-Doo,Treats,1,38.99,4.7,2240,3,2240
CatGuru,Beds & Furniture,1,49.99,4.6,1226,1,1226
CatGuru,Feeding & Watering Supplies,1,20.99,4.7,4458,3,4458
CatYou,Toys,1,,3.9,40,1,40
Catit,Feeding & Watering Supplies,1,31.94,4.2,1820,2,1820
Catit,Treats,1,2.99,4.1,2692,1,2692
Catry,Beds & Furniture,3,47.485,4.133333333333334,1753,5,1753
Cats Incredible,Litter & Housebreaking,1,,4.4,996,1,996
Catstages,Toys,3,7.756666666666667,4.433333333333334,96810,62,96810
Cdipesp,Apparel & Accessories,1,14.99,4.3,93,1,93
Cesar,Food,4,16.96,4.6,37898,37,37898
Cesar Millan,"Collars, Harnesses & Leashes",2,49.99,3.7,704,2,704
Cesar Millan,Training & Behavior Aids,1,24.99,4.3,2803,1,2803
Chai's Choice,"Collars, Harnesses & Leashes",4,20.21,4.525,13536,12,13536
Charlee Bear,Treats,1,4.31,4.7,9066,22,9066
Charming Pet,Toys,2,11.49,4.4,5729,6,5729
Checkups,Treats,1,39.48,4.8,1013,1,1013
Chesapeake Bay,Beds & Furniture,1,,4.7,169,2,169
Chew + Heal Labs,Health Supplies,2,19.98,4.4,2485,3,2485
Chewsday,Treats,1,34.49,4.2,228,2,228
Chi-buy,Litter & Housebreaking,1,9.98,4.7,3736,4,3736
Chicken Soup for the Soul,Food,1,41.88,4.3,38,2,38
Chilly Dog,Apparel & Accessories,1,37.04,4.6,515,2,515
Choco Nose,Feeding & Watering Supplies,1,11.99,4.4,6712,2,6712
Chol&Vivi,Apparel & Accessories,1,11.59,4.2,5868,1,5868
Chuckit!,Toys,17,11.526875,4.476470588235294,316634,118,316634
Cirfifth,Feeding & Watering Supplies,1,9.99,4.6,3347,1,3347
Citrus Magic,Litter & Housebreaking,1,13.15,4.1,5165,5,5165
CiyvoLyeen,Toys,1,,4.7,22,1,22
Clean Litter Club,Toys,1,20.16,3.3,34,1,34
Clever sprouts,Training & Behavior Aids,1,,2.8,207,2,207
Climate Right,"Crates, Houses & Pens",1,87.77,4.2,547,1,547
Cloud Star,Treats,10,17.58142857142857,4.5,26137,19,26137
Cnikpet,"Collars, Harnesses & Leashes",1,,3.4,35,1,35
CoCogo,Birdcage Accessories,1,13.99,4.5,1728,2,1728
Coastal,"Collars, Harnesses & Leashes",10,22.402,4.46,5491,13,5491
Coastal,Grooming,4,13.49,4.55,9800,7,9800
Coastal,Feeding & Watering Supplies,2,31.99,4.15,4051,4,4051
Coastal Pet,"Collars, Harnesses & Leashes",1,,3.5,19,1,19
CollarDirect,"Collars, Harnesses & Leashes",6,11.49,4.283333333333333,35460,20,35460
Colorday,Birdcage Accessories,1,34.98,4.7,3079,1,3079
Colorday,Toys,1,39.96,3.9,281,1,281
ComSaf,Feeding & Watering Supplies,1,11.99,4.3,857,1,857
Comfort Zone,Health Supplies,4,34.973333333333336,4.1,16553,9,16553
ComfortFlex,"Collars, Harnesses & Leashes",2,31.875,4.65,1627,5,1627
Comsmart,Beds & Furniture,1,25.99,4.4,11136,3,11136
Comtim,Food,1,4.99,4.8,29377,9,29377
Conair,Grooming,1,,4.7,1324,2,1324
Conlun,Beds & Furniture,3,13.156666666666666,4.366666666666666,1756,3,1756
CooZero,"Collars, Harnesses & Leashes",1,11.99,3.9,7244,1,7244
Coodeo,"Collars, Harnesses & Leashes",1,32.98,4.0,4817,2,4817
Coohom,Beds & Furniture,1,25.91,4.4,3891,1,3891
Coolaroo,Beds & Furniture,2,18.509999999999998,4.65,80919,29,80919
Coomazy,Feeding & Watering Supplies,1,8.99,4.6,4630,1,4630
Coomour,Apparel & Accessories,1,12.99,4.4,1131,1,1131
Coopupet,"Crates, Houses & Pens",1,45.99,4.2,1494,1,1494
Copatchy,"Collars, Harnesses & Leashes",1,12.95,4.4,13820,4,13820
Coralife,Aquarium Stands,1,175.66,4.4,210,1,210
Cosequin,Health Supplies,1,12.49,4.4,8612,2,8612
CosiBell,Apparel & Accessories,1,28.99,4.3,755,1,755
Cosmic Pet,Treats,2,9.21,4.300000000000001,289,2,289
Cosyearn,Litter & Housebreaking,1,20.39,4.6,12826,6,12826
Cottagecore,Feeding & Watering Supplies,1,17.99,4.8,864,2,864
CoubonTail,Toys,1,9.99,4.2,648,1,648
Country Brook Design,"Collars, Harnesses & Leashes",6,14.136666666666668,4.666666666666667,35760,15,35760
CovertSafe&,Apparel & Accessories,1,23.99,4.3,5518,1,5518
Cozy Pet,Beds & Furniture,1,,4.5,5460,1,5460
CozyCatFurniture,Beds & Furniture,1,,4.3,97,1,97
Craveit,Flea & Tick Control,1,23.99,4.2,757,1,757
Crazy Dog,Treats,2,25.895,4.75,12338,5,12338
Crazy Furball,Health Supplies,1,34.99,4.3,351,3,351
Creation Core,Apparel & Accessories,1,10.58,4.4,1035,1,1035
Creation Core,Health Supplies,1,20.99,4.1,286,1,286
Croci,"Terrarium Bedding, Sand & Substrate",1,10.99,4.7,2464,2,2464
Crumps' Naturals,Treats,1,11.35,4.5,6798,1,6798
CtopoGo,"Collars, Harnesses & Leashes",1,8.9,4.6,106,1,106
Cuby,Carriers & Travel Products,1,18.99,4.1,659,1,659
Cullaby,Toys,1,,3.7,8038,3,8038
Current USA,Aquarium Lights,1,99.99,4.3,2542,1,2542
Custom Catch,Beds & Furniture,1,22.95,4.7,3132,5,3132
CuteBone,Apparel & Accessories,4,13.7375,4.375,15101,7,15101
CuteBone,Litter & Housebreaking,1,14.99,4.6,24421,6,24421
Cymiler,"Collars, Harnesses & Leashes",1,22.99,4.3,8418,3,8418
D KING D KING,Toys,1,16.99,4.5,448,1,448
D&W Innovations,Feeding & Watering Supplies,1,14.99,3.9,3536,1,3536
DAGANXI,"Collars, Harnesses & Leashes",1,16.99,4.5,6868,2,6868
DEBANG HOME,Beds & Furniture,1,49.99,4.6,1302,1,1302
DELIFUR,Apparel & Accessories,1,19.99,4.5,2660,2,2660
DELOMO,Grooming,3,20.49,4.233333333333333,77382,23,77382
DENTRUN,Apparel & Accessories,1,22.99,4.3,1566,1,1566
DEXDOG,"Collars, Harnesses & Leashes",1,,4.4,51,1,51
DEYACE,Feeding & Watering Supplies,1,16.99,4.7,4422,3,4422
DEZIZEUSK9,"Collars, Harnesses & Leashes",1,21.23,4.5,1487,1,1487
DFESKAH,Toys,1,,4.5,618,2,618
DIAMOND NATURALS,Food,2,34.99,4.65,17077,6,17077
DID YOU FEED THE DOG?,Feeding & Watering Supplies,1,12.95,4.6,20464,7,20464
DJANGO,"Collars, Harnesses & Leashes",1,45.0,4.3,31,1,31
DNC,Beds & Furniture,1,,4.4,160,1,160
DOG HELIOS,Apparel & Accessories,1,66.19,4.1,455,2,455
DOG STORY,"Collars, Harnesses & Leashes",2,19.9,4.25,73,6,73
DOG for DOG,Food,1,9.99,4.6,153,1,153
DOGGYZSTYLE,Apparel & Accessories,1,11.99,4.4,1630,3,1630
DOGNESS,"Collars, Harnesses & Leashes",1,14.99,3.9,202,1,202
DOGNESS,Feeding & Watering Supplies,1,29.99,4.1,1266,1,1266
DOGSAYS,Training & Behavior Aids,1,10.99,4.8,1118,1,1118
DOGWONG,"Collars, Harnesses & Leashes",1,16.99,4.6,1480,1,1480
DOHO,Aquarium Décor,1,16.99,4.3,86,1,86
DOTON,Health Supplies,1,11.99,4.1,6408,4,6408
DOYOO,"Collars, Harnesses & Leashes",1,,4.6,3324,4,3324
DPOEGTS,Training & Behavior Aids,1,38.99,4.6,354,1,354
DR. PETS,Health Supplies,1,,3.8,49,1,49
DR.PETRA,Treats,1,9.99,3.5,199,3,199
DREAM&GLAMOUR,"Crates, Houses & Pens",1,35.99,4.2,149,1,149
DREAMDEALS So Good,Aquarium Water Treatments,1,,4.3,102,1,102
DUBIDUX,Carriers & Travel Products,1,,3.6,36,1,36
DYBEN,Feeding & Watering Supplies,1,6.98,4.6,8114,2,8114
DZH,Toys,1,,5.0,3,1,3
DZKAPETS,Feeding & Watering Supplies,1,39.99,4.6,58,1,58
Daoeny,Birdcage Accessories,1,11.99,4.2,936,1,936
Darford,Treats,1,7.49,4.6,262,5,262
Darkyazi,Feeding & Watering Supplies,1,10.99,4.4,4685,1,4685
Dave's Pet Food,Food,1,48.99,4.1,1318,1,1318
Davie's Naturals,Treats,1,19.99,4.2,1639,1,1639
Dazzber,"Collars, Harnesses & Leashes",1,15.99,4.6,3488,1,3488
Dbeans Flourithing,Aquarium Décor,1,7.39,4.1,2505,1,2505
DealG,Apparel & Accessories,1,12.6,4.2,105,1,105
Dealzip Inc,Toys,1,,5.0,1,1,1
Dean & Tyler,"Collars, Harnesses & Leashes",2,67.95,4.65,93,2,93
Dechra,Grooming,2,,4.7,940,2,940
Delectables,Treats,1,14.99,4.8,500,1,500
Delightibles,Treats,1,,4.4,236,1,236
Deluxe Naturals,Treats,1,65.95,4.6,1357,3,1357
Delxo,Beds & Furniture,1,,4.0,170,1,170
Demigreat,"Collars, Harnesses & Leashes",2,15.989999999999998,4.1,5416,2,5416
Dentalife,Treats,2,10.58,4.65,7482,30,7482
Derby Originals,Apparel & Accessories,1,44.99,4.8,285,1,285
Derby Originals,Horse Blankets & Sheets,1,,4.4,254,1,254
Dermoscent,Health Supplies,1,24.95,4.5,1284,1,1284
Deummiu,Toys,1,17.99,4.3,445,1,445
Devil Dog Pet Co,Treats,1,19.97,4.3,6030,3,6030
Dexas,Feeding & Watering Supplies,3,25.649999999999995,4.533333333333334,1742,4,1742
Dexas,Grooming,1,16.1,4.4,58324,10,58324
Dexil Limited,"Collars, Harnesses & Leashes",1,,4.7,38,1,38
Dezi & Roo,Treats,1,12.99,4.4,93,1,93
Diamond Naturals Grain Free,Food,1,,4.6,2236,4,2236
Didog,"Collars, Harnesses & Leashes",7,15.132857142857143,4.242857142857143,21031,11,21031
Diggin' Your Dog,Health Supplies,1,14.99,4.6,1055,1,1055
Dimaka,Beds & Furniture,1,21.99,4.4,6526,1,6526
Dingo,Treats,9,63.875,4.577777777777778,11579,38,11579
Dociote,Apparel & Accessories,2,20.69,3.8,4266,3,4266
Dociote,"Collars, Harnesses & Leashes",2,16.99,4.4,12788,2,12788
Dog Chow,Food,1,,4.5,887,3,887
Dog Collar Tag,"Collars, Harnesses & Leashes",1,19.99,4.6,68,2,68
Dog Diggin Designs,Toys,1,14.45,4.5,2076,1,2076
Dog Fashion Spa,Grooming,1,,3.8,5,1,5
Dog Gone Smart Pet Products,Beds & Furniture,1,67.59,4.7,13584,6,13584
Dog Karma,"Collars, Harnesses & Leashes",2,9.49,4.75,11570,8,11570
Dog Nip!,Treats,2,24.99,3.95,200,2,200
Dog Quality,Apparel & Accessories,1,19.95,3.5,1531,1,1531
Dog Tag Art,"Collars, Harnesses & Leashes",1,19.0,4.6,511,1,511
DogBaby,Beds & Furniture,1,79.99,4.3,3862,1,3862
DogBuddy,Feeding & Watering Supplies,1,19.99,4.6,679,2,679
DogLemi,Carriers & Travel Products,1,17.99,4.2,913,1,913
DogRook,"Collars, Harnesses & Leashes",1,29.99,3.8,64142,16,64142
Dogbed4less,Beds & Furniture,5,55.266000000000005,4.42,7245,5,7245
Doggie Stylz,"Collars, Harnesses & Leashes",4,29.3675,4.300000000000001,3166,4,3166
Doggie Walk Bags,Litter & Housebreaking,1,,4.3,318,1,318
Doggiez Pet Supplies,Grooming,1,10.99,4.7,51,1,51
Doggles,Apparel & Accessories,2,16.94,4.05,782,3,782
Doggles,Feeding & Watering Supplies,1,12.0,4.0,81,1,81
Dogit,Feeding & Watering Supplies,2,15.99,4.45,10391,12,10391
Dogline,"Collars, Harnesses & Leashes",4,17.7,4.075,460,4,460
Dogloveit,Apparel,1,7.97,4.3,813,1,813
Dogs Kingdom,"Collars, Harnesses & Leashes",3,10.12,4.3999999999999995,2555,3,2555
Dogswell,Food,2,,4.35,240,2,240
Dogswell,Treats,2,,3.7,40,2,40
Dogswell,Health Supplies,1,6.99,3.9,874,5,874
Dogtra,"Collars, Harnesses & Leashes",2,92.49,4.300000000000001,2441,3,2441
Dogwidgets,"Collars, Harnesses & Leashes",1,,4.0,2845,1,2845
Domgoopet,Toys,1,,4.0,642,5,642
Doskocil,Carriers & Travel Products,1,,3.8,57,1,57
Dotoner,Health Supplies,1,29.99,4.1,11467,2,11467
Dougez,Apparel & Accessories,1,,3.2,8,1,8
Downtown Pet Supply,"Collars, Harnesses & Leashes",9,23.434444444444445,4.233333333333333,28378,27,28378
Downtown Pet Supply,Treats,4,24.740000000000002,4.25,3156,4,3156
Downtown Pet Supply,Beds & Furniture,3,30.99,4.266666666666667,5880,7,5880
Downtown Pet Supply,Litter & Housebreaking,2,13.489999999999998,4.7,16070,20,16070
Downtown Pet Supply,Training & Behavior Aids,2,19.24,4.4,4383,2,4383
Downtown Pet Supply,Health Supplies,1,19.99,4.4,59,1,59
Downtown Pet Supply,Toys,1,11.99,4.2,1602,2,1602
Dr. Becker's,Treats,1,16.55,4.3,130,1,130
Dr. Elsey's,Litter & Housebreaking,2,31.99,4.5,7746,8,7746
Dr. Fremont's,"Collars, Harnesses & Leashes",1,2.77,4.5,46194,20,46194
Dr. Harvey's,Food,2,21.985,4.6,3911,3,3911
Dr. Marty,Food,1,39.0,4.2,373,1,373
DrTim's Aquatics,Aquarium Water Treatments,1,14.87,4.4,1469,1,1469
DreamBone,Treats,8,32.52166666666667,4.5125,24037,68,24037
DreamCat,Grooming,1,12.99,4.5,137,1,137
DroolingDog,Apparel & Accessories,12,12.626363636363635,4.358333333333333,13570,16,13570
Drymate,Litter & Housebreaking,1,54.99,4.5,2969,1,2969
DuLaSeed,Toys,1,10.9,4.3,378,2,378
Due Felice,Health Supplies,1,17.99,4.1,192,1,192
DuraGear Seat Covers,Carriers & Travel Products,1,,3.3,26,1,26
Durvet,"Collars, Harnesses & Leashes",1,20.99,4.2,155,1,155
E-KOMG,Health Supplies,1,15.98,4.0,5715,3,5715
EAARTCHI,Carriers & Travel Products,1,19.99,4.4,331,1,331
EARTH ANIMAL,Treats,2,10.99,4.6,15152,4,15152
EASELAND,Beds & Furniture,1,33.99,4.3,190,1,190
EASTOP,"Collars, Harnesses & Leashes",1,9.99,4.4,87,1,87
EC.TEAK,"Collars, Harnesses & Leashes",2,15.489999999999998,4.15,14597,2,14597
ECO-WILL,"Crates, Houses & Pens",1,39.99,4.2,141,1,141
EGM,Toys,1,,4.3,9,1,9
EHEYCIGA,Beds & Furniture,2,59.864999999999995,4.55,1253,2,1253
ELEBOX,Aquarium Décor,1,16.99,4.5,1887,1,1887
ELEGX,Carriers & Travel Products,2,46.739999999999995,4.3,739,3,739
ELOPAW,Training & Behavior Aids,1,29.99,4.0,8184,2,8184
EMUST,Apparel & Accessories,3,31.323333333333334,4.333333333333333,7641,4,7641
EMUST,Beds & Furniture,1,17.99,4.3,2199,2,2199
EMUST,"Crates, Houses & Pens",1,,4.3,289,1,289
ERAARK,Aquariums & Fish Bowls,1,39.99,3.6,60,1,60
ERKOON,Toys,1,8.99,4.6,284,1,284
ESK Collection,"Crates, Houses & Pens",1,55.99,4.5,12554,8,12554
ESPAWDA,Apparel & Accessories,1,24.99,4.1,1162,1,1162
ETTA SAYS!,Treats,2,46.49,4.65,1537,2,1537
EUKANUBA,Food,6,52.989999999999995,4.583333333333333,6437,13,6437
EUKANUBA,Treats,1,,4.6,1270,3,1270
EUOTEO,Training & Behavior Aids,1,29.99,5.0,20,1,20
EVBEA,Carriers & Travel Products,1,14.99,4.1,987,1,987
EXCELLENT ELITE SPANKER,"Collars, Harnesses & Leashes",2,27.695,4.449999999999999,5008,2,5008
EXCELLENT ELITE SPANKER,Apparel & Accessories,1,42.98,4.5,1764,1,1764
EXPAWLORER,Apparel & Accessories,8,13.604285714285712,4.1375,20652,16,20652
EXPAWLORER,"Collars, Harnesses & Leashes",4,13.99,4.375,4884,8,4884
EXPAWLORER,Apparel,1,11.99,4.4,2195,1,2195
EXPAWLORER,Beds & Furniture,1,,4.2,53,2,53
EXPAWLORER,"Crates, Houses & Pens",1,29.99,3.8,1555,1,1555
EZwhelp,Litter & Housebreaking,1,10.49,4.7,10458,6,10458
Eagloo,"Collars, Harnesses & Leashes",1,25.99,4.5,24945,3,24945
Earth Rated,Litter & Housebreaking,3,9.16,4.8,235977,48,235977
Earth Rated,Grooming,1,9.99,4.7,40896,5,40896
Earthblend Super Premium Natural Dog Food,Food,1,29.99,4.6,180,1,180
Earthborn Holistic,Food,3,,4.5,1042,4,1042
Earthborn Holistic,Treats,1,,4.7,195,1,195
East Side Collection,"Collars, Harnesses & Leashes",1,12.32,4.5,113,2,113
EasyCare,Boots & Wraps,1,78.95,3.5,9,1,9
Eco Animal Pet Products,Toys,1,,4.4,5,1,5
EcoBark,"Collars, Harnesses & Leashes",2,14.989999999999998,4.4,24355,17,24355
EcoKind Pet Treats,Treats,4,73.7,4.1,5877,6,5877
Educator,"Collars, Harnesses & Leashes",1,199.99,4.6,8515,1,8515
Eheim,Aquarium Heaters & Chillers,1,25.51,4.5,5948,2,5948
Eight In One (8 In 1),Food,1,,4.4,309,3,309
Elegant little tail,"Collars, Harnesses & Leashes",1,15.99,4.7,847,1,847
Elevation Lab,"Collars, Harnesses & Leashes",1,59.95,4.6,2567,2,2567
EliteField,"Crates, Houses & Pens",2,72.49,4.5,20236,7,20236
Elkhorn Premium Chews,Treats,1,13.99,4.6,5769,1,5769
Embark Pets,"Collars, Harnesses & Leashes",2,23.990000000000002,4.6,11325,3,11325
Emerald Pet,Treats,1,5.99,4.2,2609,4,2609
Emergency Leash,"Collars, Harnesses & Leashes",1,,3.4,47,1,47
Enchanted Home Pet,Beds & Furniture,1,202.98,4.7,4088,2,4088
Eniva Health,Health Supplies,1,29.95,4.4,126,1,126
Ensayeer,Birdcage Accessories,1,24.99,3.9,452,1,452
Equine Care,Farrier Supplies,1,45.99,4.0,76,1,76
Esosy,"Collars, Harnesses & Leashes",1,,4.7,663,1,663
Esosy,Training & Behavior Aids,1,19.99,4.2,1777,2,1777
Espree,Grooming,1,19.0,4.4,167,1,167
Etekcity,"Collars, Harnesses & Leashes",1,,4.0,155,1,155
Eterish,Beds & Furniture,1,37.99,4.7,2750,1,2750
Eurigo,Toys,1,,4.5,252,1,252
EuroPet,Treats,1,12.95,4.5,114,1,114
Evanger's,Food,1,27.48,4.5,1436,2,1436
Evelots,Beds & Furniture,1,15.99,4.1,1864,2,1864
EverBrit,Beds & Furniture,1,35.99,3.8,25,1,25
EverNary,"Doors, Gates & Ramps",1,29.99,4.4,2086,1,2086
Evolve,Treats,1,,4.6,547,2,547
Evursua,Apparel & Accessories,1,13.5,4.4,929,1,929
Exhart,Feeding & Watering Supplies,1,34.99,4.0,12,1,12
Exo Terra,Habitat Lighting,2,16.49,4.3,620,2,620
Exo Terra,Habitat Décor,1,11.49,4.6,3559,3,3559
Exo Terra,Health Supplies,1,9.47,4.5,448,1,448
Explore Land,Birdcage Accessories,1,24.99,4.1,1102,1,1102
Explore Land,"Crates, Houses & Pens",1,24.99,4.6,14083,1,14083
ExtreFun,Toys,1,13.99,4.2,360,1,360
Extreme Dog Fence,"Collars, Harnesses & Leashes",1,13.95,4.6,2983,1,2983
Eyenimal,"Collars, Harnesses & Leashes",1,,4.1,223,1,223
EzyDog,"Collars, Harnesses & Leashes",3,29.246666666666666,4.533333333333334,4308,3,4308
F-color,Carriers & Travel Products,2,34.99,4.6,13876,4,13876
F.M. Brown's,Food,1,,4.2,33,1,33
FABLE,Toys,1,55.0,4.3,154,2,154
FABRICASTLE,Apparel & Accessories,1,15.99,4.3,1971,1,1971
FAIRWIN,Toys,1,16.99,4.4,3947,2,3947
FAIRWIN,Training & Behavior Aids,1,20.99,4.6,4922,4,4922
FATTY CHOWCHOW,Carriers & Travel Products,1,23.99,4.3,1057,2,1057
FAYOCO,Memorials & Funerary,1,9.95,4.7,33,1,33
FAYOGOO,"Collars, Harnesses & Leashes",1,,4.0,225,1,225
FAYOGOO,Toys,1,16.99,4.3,2461,2,2461
FDC,"Collars, Harnesses & Leashes",1,18.95,4.5,445,1,445
FEANDREA,Beds & Furniture,2,29.99,4.5,5519,2,5519
FEDOUR,Aquarium Heaters & Chillers,1,11.97,4.3,573,1,573
FEEYAR,"Collars, Harnesses & Leashes",2,16.49,4.15,635,2,635
FEimaX,"Collars, Harnesses & Leashes",1,11.99,4.2,301,1,301
FIDELIS,Food,1,75.95,4.3,43,1,43
FIDO NATURALS,Health Supplies,1,34.99,4.8,2029,3,2029
FIDO NATURALS,Treats,1,12.99,4.7,230,3,230
FIPASEN,Terrarium Heat Lamps & Mats,1,23.99,4.3,48,1,48
FLAdorepet,Houses & Habitats,1,16.9,4.5,554,2,554
FLEXI,"Collars, Harnesses & Leashes",7,26.05333333333333,4.142857142857143,19554,22,19554
FOKICOS,Beds & Furniture,1,,4.2,74,2,74
FOLKSMATE,"Doors, Gates & Ramps",1,5.97,4.5,6212,1,6212
FOXICO,Feeding & Watering Supplies,1,17.99,4.2,26,1,26
FREESEA,Aquarium Pumps & Filters,1,,3.9,826,1,826
FRISKY FRIENDS,Carriers & Travel Products,1,49.99,4.6,85,2,85
FRONTLINE,Flea & Tick Control,2,32.46,4.45,60587,18,60587
FRONTLINE,Treats,1,,4.5,2330,8,2330
FUAMEY,Apparel & Accessories,1,43.99,4.6,2277,2,2277
FUKUMARU,Beds & Furniture,1,,4.3,765,1,765
FULUE,Houses & Habitats,1,13.99,4.7,1690,1,1690
FUNKEEN PET HOUSE,Feeding & Watering Supplies,1,39.99,4.4,798,1,798
FURRY FIDO,Carriers & Travel Products,1,22.99,4.2,1040,1,1040
FURRYFECTION,"Collars, Harnesses & Leashes",1,24.99,4.4,1533,1,1533
FURminator,Grooming,8,36.582499999999996,4.5125,125305,56,125305
FUZZU,Toys,2,17.075,4.0,181,4,181
FXGOING,"Collars, Harnesses & Leashes",1,19.99,4.2,282,1,282
FXW,"Crates, Houses & Pens",1,89.99,4.7,7269,2,7269
Fairsh,Toys,1,17.99,4.2,2775,1,2775
Faleela,"Collars, Harnesses & Leashes",2,10.49,4.65,5694,5,5694
Famedy,Grooming,1,13.99,3.5,17,1,17
Farmina,Food,1,,4.5,75,1,75
Farmland Traditions,Treats,2,23.995,4.65,9576,14,9576
Farnam,Health Supplies,1,145.99,4.8,293,1,293
Fashion Pet,Apparel & Accessories,1,28.12,3.7,266,1,266
Fashion&cool,"Collars, Harnesses & Leashes",1,11.99,4.2,4469,4,4469
Fashion's Talk,Toys,1,11.39,4.6,8786,5,8786
Fasten Tight,Carriers & Travel Products,1,11.75,4.7,522,1,522
Fat Cat,Grooming,1,8.28,2.0,7,1,7
Fat Cat,Toys,1,6.26,4.6,2012,2,2012
Fat Cat,Treats,1,2.99,4.3,631,1,631
Featherland Paradise,Toys,1,13.4,4.1,227,2,227
Feeko,Toys,1,16.99,4.6,11206,2,11206
Feline Pine,Litter & Housebreaking,2,,4.4,6527,5,6527
Femonden,Grooming,1,,4.5,148,1,148
Ferplast,Carriers & Travel Products,1,18.56,4.1,631,1,631
Fida,"Collars, Harnesses & Leashes",3,14.19,4.533333333333334,51326,6,51326
Fido's Fences,Training & Behavior Aids,1,19.99,4.4,1666,1,1666
Fieldcrest Farms,Treats,3,19.74,4.533333333333333,629,4,629
Finest For Pets,Health Supplies,2,24.35,4.3,2644,4,2644
Finnex,Aquarium Lights,1,89.99,4.2,1306,1,1306
Firstnos,Health Supplies,1,19.97,3.9,54,1,54
Fitter Critter,Health Supplies,1,,4.2,70,2,70
Fitwarm,Apparel & Accessories,16,13.847142857142858,4.53125,24818,26,24818
Fitwarm,Apparel,4,13.99,4.175,11540,9,11540
Five Star Pet,Litter & Housebreaking,1,7.49,4.5,131,1,131
Fizzion,Litter & Housebreaking,1,,4.5,364,2,364
Flashseen,"Collars, Harnesses & Leashes",2,17.14,4.25,1081,2,1081
Flatfoosie,"Collars, Harnesses & Leashes",1,14.99,3.9,255,1,255
Flexzion,Carriers & Travel Products,1,109.95,4.5,975,1,975
Flexzion,"Collars, Harnesses & Leashes",1,25.99,4.2,98,1,98
Flourish,Treats,1,,4.5,180,1,180
Fluffery,Carriers & Travel Products,1,,4.5,45,1,45
FluffyDream,Beds & Furniture,1,27.99,4.7,1529,1,1529
Fluker's,Food,2,9.54,4.449999999999999,5947,2,5947
Fluker's,Habitat Lighting,2,7.49,4.5,10011,2,10011
Fluker's,"Collars, Harnesses & Leashes",1,6.09,4.0,699,1,699
Flurff,Feeding & Watering Supplies,1,16.99,4.1,227,1,227
Flutnel,Apparel & Accessories,1,18.99,3.0,404,1,404
Fluval,Aquarium Pumps & Filters,3,17.990000000000002,4.633333333333334,4686,5,4686
Fluval,Food,2,6.29,4.65,998,2,998
Fluval,Aquarium Heaters & Chillers,1,51.2,4.5,1140,1,1140
Fluval,Aquarium Lights,1,99.99,4.6,352,1,352
Fluval,Aquarium Substrate,1,29.38,4.8,124,3,124
Fluval,Aquariums & Fish Bowls,1,115.99,4.4,2563,3,2563
Fly Free,Boots & Wraps,1,64.99,4.5,70,1,70
Flying Pig Grooming,Grooming,1,145.0,4.7,1881,1,1881
Fortiflex,Stable Supplies,1,47.17,4.6,9,1,9
Fountain Blue,Feeding & Watering Supplies,1,,3.8,197,1,197
Four Paws,Grooming,3,10.335,4.166666666666667,9493,11,9493
Four Paws,Litter & Housebreaking,3,22.233333333333334,4.266666666666667,35717,37,35717
Four Paws,"Collars, Harnesses & Leashes",1,6.95,4.3,1579,2,1579
Four Paws,Repellents & Training Aids,1,4.6,3.3,5469,3,5469
Fowl Play Products,Birdcage Accessories,1,,4.0,321,1,321
Foxyep,"Collars, Harnesses & Leashes",1,12.99,4.6,193,1,193
Fragralley,Apparel & Accessories,1,37.99,4.4,886,1,886
Franklin Sports,Toys,2,14.99,4.1,6567,5,6567
Franklin Sports,Beds & Furniture,1,24.37,4.5,41,1,41
Franklin Sports,"Collars, Harnesses & Leashes",1,4.99,4.6,1071,2,1071
Franklin Sports,Feeding & Watering Supplies,1,10.99,4.5,666,3,666
Freefa,Feeding & Watering Supplies,1,12.99,4.5,5000,2,5000
Freely,Food,3,,4.066666666666666,312,4,312
Fresh Dog,Grooming,1,,3.8,242,1,242
Fresh News Paper Cat Litter,Litter & Housebreaking,1,12.48,4.5,1425,1,1425
Fresh Step,Litter & Housebreaking,5,15.43,4.58,50749,20,50749
Frienda,Apparel & Accessories,1,15.99,4.4,588,1,588
Friends Forever,Beds & Furniture,3,76.33333333333333,4.566666666666666,7607,5,7607
Fringe Studio,Toys,1,10.8,4.7,174,1,174
Friskies,Food,5,34.35666666666666,4.66,104650,75,104650
Friskies,Treats,4,9.49,4.675,41310,44,41310
From The Field,Treats,1,8.78,4.4,4232,3,4232
Fromm,Food,1,37.99,4.7,277,1,277
